Wohnkanton,Wohnkanton Kürzel,Wohngemeindenummer,Wohngemeinde,Arbeitskanton,Arbeitskanton Kürzel,Arbeitsgemeindenummer,Arbeitsgemeinde,Erwerbstätige
18,GR,3851,Davos,9,ZG,1711,Zug,6
18,GR,3901,Chur,9,ZG,1711,Zug,13
18,GR,3921,Arosa,9,ZG,1711,Zug,5
18,GR,7777,Andere Gemeinden,9,ZG,1711,Zug,50
19,AG,4001,Aarau,9,ZG,1711,Zug,28
19,AG,4003,Buchs (AG),9,ZG,1711,Zug,9
19,AG,4005,Erlinsbach (AG),9,ZG,1711,Zug,7
19,AG,4006,Gränichen,9,ZG,1711,Zug,5
19,AG,4008,Küttigen,9,ZG,1711,Zug,11
19,AG,4009,Muhen,9,ZG,1711,Zug,5
19,AG,4021,Baden,9,ZG,1711,Zug,40
19,AG,4023,Bergdietikon,9,ZG,1711,Zug,8
19,AG,4024,Birmenstorf (AG),9,ZG,1711,Zug,7
19,AG,4026,Ennetbaden,9,ZG,1711,Zug,16
19,AG,4027,Fislisbach,9,ZG,1711,Zug,5
19,AG,4030,Killwangen,9,ZG,1711,Zug,6
19,AG,4033,Mellingen,9,ZG,1711,Zug,14
19,AG,4034,Neuenhof,9,ZG,1711,Zug,9
19,AG,4035,Niederrohrdorf,9,ZG,1711,Zug,5
19,AG,4038,Obersiggenthal,9,ZG,1711,Zug,8
19,AG,4040,Spreitenbach,9,ZG,1711,Zug,11
19,AG,4045,Wettingen,9,ZG,1711,Zug,38
19,AG,4049,Ehrendingen,9,ZG,1711,Zug,9
19,AG,4061,Arni (AG),9,ZG,1711,Zug,19
19,AG,4062,Berikon,9,ZG,1711,Zug,22
19,AG,4063,Bremgarten (AG),9,ZG,1711,Zug,32
19,AG,4064,Büttikon,9,ZG,1711,Zug,8
19,AG,4065,Dottikon,9,ZG,1711,Zug,6
19,AG,4066,Eggenwil,9,ZG,1711,Zug,6
19,AG,4068,Hägglingen,9,ZG,1711,Zug,6
19,AG,4071,Jonen,9,ZG,1711,Zug,32
19,AG,4072,Niederwil (AG),9,ZG,1711,Zug,5
19,AG,4073,Oberlunkhofen,9,ZG,1711,Zug,25
19,AG,4074,Oberwil-Lieli,9,ZG,1711,Zug,14
19,AG,4075,Rudolfstetten-Friedlisberg,9,ZG,1711,Zug,15
19,AG,4076,Sarmenstorf,9,ZG,1711,Zug,13
19,AG,4078,Uezwil,9,ZG,1711,Zug,6
19,AG,4079,Unterlunkhofen,9,ZG,1711,Zug,15
19,AG,4080,Villmergen,9,ZG,1711,Zug,20
19,AG,4081,Widen,9,ZG,1711,Zug,11
19,AG,4082,Wohlen (AG),9,ZG,1711,Zug,36
19,AG,4083,Zufikon,9,ZG,1711,Zug,13
19,AG,4095,Brugg,9,ZG,1711,Zug,16
19,AG,4111,Riniken,9,ZG,1711,Zug,5
19,AG,4120,Veltheim (AG),9,ZG,1711,Zug,5
19,AG,4123,Windisch,9,ZG,1711,Zug,8
19,AG,4131,Beinwil am See,9,ZG,1711,Zug,7
19,AG,4139,Menziken,9,ZG,1711,Zug,9
19,AG,4141,Reinach (AG),9,ZG,1711,Zug,16
19,AG,4165,Gipf-Oberfrick,9,ZG,1711,Zug,7
19,AG,4196,Fahrwangen,9,ZG,1711,Zug,7
19,AG,4201,Lenzburg,9,ZG,1711,Zug,12
19,AG,4202,Meisterschwanden,9,ZG,1711,Zug,17
19,AG,4204,Niederlenz,9,ZG,1711,Zug,5
19,AG,4208,Seengen,9,ZG,1711,Zug,12
19,AG,4221,Abtwil,9,ZG,1711,Zug,57
19,AG,4222,Aristau,9,ZG,1711,Zug,21
19,AG,4223,Auw,9,ZG,1711,Zug,88
19,AG,4224,Beinwil (Freiamt),9,ZG,1711,Zug,25
19,AG,4226,Besenbüren,9,ZG,1711,Zug,6
19,AG,4228,Boswil,9,ZG,1711,Zug,23
19,AG,4229,Bünzen,9,ZG,1711,Zug,9
19,AG,4230,Buttwil,9,ZG,1711,Zug,20
19,AG,4231,Dietwil,9,ZG,1711,Zug,67
19,AG,4234,Merenschwand,9,ZG,1711,Zug,80
19,AG,4235,Mühlau,9,ZG,1711,Zug,34
19,AG,4236,Muri (AG),9,ZG,1711,Zug,96
19,AG,4237,Oberrüti,9,ZG,1711,Zug,109
19,AG,4238,Rottenschwil,9,ZG,1711,Zug,5
19,AG,4239,Sins,9,ZG,1711,Zug,196
19,AG,4240,Waltenschwil,9,ZG,1711,Zug,9
19,AG,4258,Rheinfelden,9,ZG,1711,Zug,9
19,AG,4280,Oftringen,9,ZG,1711,Zug,12
19,AG,4282,Rothrist,9,ZG,1711,Zug,11
19,AG,4285,Strengelbach,9,ZG,1711,Zug,6
19,AG,4289,Zofingen,9,ZG,1711,Zug,26
19,AG,7777,Andere Gemeinden,9,ZG,1711,Zug,211
20,TG,4566,Frauenfeld,9,ZG,1711,Zug,8
20,TG,4643,Bottighofen,9,ZG,1711,Zug,5
20,TG,4646,Ermatingen,9,ZG,1711,Zug,6
20,TG,4671,Kreuzlingen,9,ZG,1711,Zug,26
20,TG,4696,Tägerwilen,9,ZG,1711,Zug,10
20,TG,4724,Eschlikon,9,ZG,1711,Zug,6
20,TG,4746,Münchwilen (TG),9,ZG,1711,Zug,5
20,TG,7777,Andere Gemeinden,9,ZG,1711,Zug,69
21,TI,5002,Bellinzona,9,ZG,1711,Zug,8
21,TI,5091,Ascona,9,ZG,1711,Zug,12
21,TI,5113,Locarno,9,ZG,1711,Zug,12
21,TI,5118,Minusio,9,ZG,1711,Zug,10
21,TI,5210,Paradiso,9,ZG,1711,Zug,7
21,TI,5236,Collina d'Oro,9,ZG,1711,Zug,10
21,TI,7777,Andere Gemeinden,9,ZG,1711,Zug,103
22,VD,7777,Andere Gemeinden,9,ZG,1711,Zug,7
23,VS,6007,Naters,9,ZG,1711,Zug,5
24,NE,6458,Neuchâtel,9,ZG,1711,Zug,7
24,NE,7777,Andere Gemeinden,9,ZG,1711,Zug,17
26,JU,7777,Andere Gemeinden,9,ZG,1711,Zug,10
77,ZZ,7777,Andere Gemeinden,9,ZG,1711,Zug,5
