"Typ","Datum","Anzahl","Meta","Type","Content"
"Hospitalisierte","04.04.2020","7",NA,NA,NA
"Hospitalisierte","05.04.2020","7",NA,NA,NA
"Hospitalisierte","06.04.2020","6",NA,NA,NA
"Hospitalisierte","07.04.2020","7",NA,NA,NA
"Hospitalisierte","08.04.2020","3",NA,NA,NA
"Hospitalisierte","09.04.2020","4",NA,NA,NA
"Hospitalisierte","10.04.2020","6",NA,NA,NA
"Hospitalisierte","11.04.2020","5",NA,NA,NA
"Hospitalisierte","12.04.2020","4",NA,NA,NA
"Hospitalisierte","13.04.2020","4",NA,NA,NA
"Hospitalisierte","14.04.2020","4",NA,NA,NA
"Hospitalisierte","15.04.2020","4",NA,NA,NA
"Hospitalisierte","16.04.2020","2",NA,NA,NA
"Hospitalisierte","17.04.2020","2",NA,NA,NA
"Hospitalisierte","18.04.2020","0",NA,NA,NA
"Hospitalisierte","19.04.2020","5",NA,NA,NA
"Hospitalisierte","20.04.2020","6",NA,NA,NA
"Hospitalisierte","21.04.2020","5",NA,NA,NA
"Hospitalisierte","22.04.2020","3",NA,NA,NA
"Hospitalisierte","23.04.2020","3",NA,NA,NA
"Hospitalisierte","24.04.2020","3",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","03.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","04.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","05.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","06.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","07.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","08.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","09.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","10.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","11.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","12.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","13.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","14.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","15.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","16.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","17.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","18.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","19.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","20.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","21.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","22.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","23.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","24.03.2020","0",NA,NA,NA
"Hospitalisierte in Intensivpflege","25.03.2020","1",NA,NA,NA
"Hospitalisierte in Intensivpflege","26.03.2020","1",NA,NA,NA
"Hospitalisierte in Intensivpflege","27.03.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","28.03.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","29.03.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","30.03.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","31.03.2020","6",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.04.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.04.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","03.04.2020","7",NA,NA,NA
"Hospitalisierte in Intensivpflege","04.04.2020","7",NA,NA,NA
"Hospitalisierte in Intensivpflege","05.04.2020","7",NA,NA,NA
"Hospitalisierte in Intensivpflege","06.04.2020","8",NA,NA,NA
"Hospitalisierte in Intensivpflege","07.04.2020","8",NA,NA,NA
"Hospitalisierte in Intensivpflege","08.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","09.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","10.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","11.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","12.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","13.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","14.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","15.04.2020","9",NA,NA,NA
"Hospitalisierte in Intensivpflege","16.04.2020","7",NA,NA,NA
"Hospitalisierte in Intensivpflege","17.04.2020","6",NA,NA,NA
"Hospitalisierte in Intensivpflege","18.04.2020","6",NA,NA,NA
"Hospitalisierte in Intensivpflege","19.04.2020","6",NA,NA,NA
"Hospitalisierte in Intensivpflege","20.04.2020","5",NA,NA,NA
"Hospitalisierte in Intensivpflege","21.04.2020","4",NA,NA,NA
"Hospitalisierte in Intensivpflege","22.04.2020","3",NA,NA,NA
"Hospitalisierte in Intensivpflege","23.04.2020","3",NA,NA,NA
"Hospitalisierte in Intensivpflege","24.04.2020","3",NA,NA,NA
"Todesfälle","01.03.2020","0",NA,NA,NA
"Todesfälle","02.03.2020","0",NA,NA,NA
"Todesfälle","03.03.2020","0",NA,NA,NA
"Todesfälle","04.03.2020","0",NA,NA,NA
"Todesfälle","05.03.2020","0",NA,NA,NA
"Todesfälle","06.03.2020","0",NA,NA,NA
"Todesfälle","07.03.2020","0",NA,NA,NA
"Todesfälle","08.03.2020","0",NA,NA,NA
"Todesfälle","09.03.2020","0",NA,NA,NA
"Todesfälle","10.03.2020","0",NA,NA,NA
"Todesfälle","11.03.2020","0",NA,NA,NA
"Todesfälle","12.03.2020","0",NA,NA,NA
"Todesfälle","13.03.2020","0",NA,NA,NA
"Todesfälle","14.03.2020","0",NA,NA,NA
"Todesfälle","15.03.2020","0",NA,NA,NA
"Todesfälle","16.03.2020","0",NA,NA,NA
"Todesfälle","17.03.2020","0",NA,NA,NA
"Todesfälle","18.03.2020","0",NA,NA,NA
"Todesfälle","19.03.2020","0",NA,NA,NA
"Todesfälle","20.03.2020","0",NA,NA,NA
"Todesfälle","21.03.2020","0",NA,NA,NA
"Todesfälle","22.03.2020","0",NA,NA,NA
"Todesfälle","23.03.2020","0",NA,NA,NA
"Todesfälle","24.03.2020","0",NA,NA,NA
"Todesfälle","25.03.2020","0",NA,NA,NA
"Todesfälle","26.03.2020","0",NA,NA,NA
"Todesfälle","27.03.2020","0",NA,NA,NA
"Todesfälle","28.03.2020","1",NA,NA,NA
"Todesfälle","29.03.2020","1",NA,NA,NA
"Todesfälle","30.03.2020","1",NA,NA,NA
"Todesfälle","31.03.2020","1",NA,NA,NA
"Todesfälle","01.04.2020","1",NA,NA,NA
"Todesfälle","02.04.2020","1",NA,NA,NA
"Todesfälle","03.04.2020","1",NA,NA,NA
"Todesfälle","04.04.2020","2",NA,NA,NA
"Todesfälle","05.04.2020","2",NA,NA,NA
"Todesfälle","06.04.2020","3",NA,NA,NA
"Todesfälle","07.04.2020","3",NA,NA,NA
"Todesfälle","08.04.2020","3",NA,NA,NA
"Todesfälle","09.04.2020","3",NA,NA,NA
"Todesfälle","10.04.2020","3",NA,NA,NA
"Todesfälle","11.04.2020","4",NA,NA,NA
"Todesfälle","12.04.2020","5",NA,NA,NA
"Todesfälle","13.04.2020","5",NA,NA,NA
"Todesfälle","14.04.2020","5",NA,NA,NA
"Todesfälle","15.04.2020","5",NA,NA,NA
"Todesfälle","16.04.2020","6",NA,NA,NA
"Todesfälle","17.04.2020","6",NA,NA,NA
"Todesfälle","18.04.2020","7",NA,NA,NA
"Todesfälle","19.04.2020","7",NA,NA,NA
"Todesfälle","20.04.2020","7",NA,NA,NA
"Todesfälle","21.04.2020","8",NA,NA,NA
"Todesfälle","22.04.2020","8",NA,NA,NA
"Todesfälle","23.04.2020","8",NA,NA,NA
"Todesfälle","24.04.2020","8",NA,NA,NA
NA,NA,NA,"1","datatypes","string,date,integer"
NA,NA,NA,"1","title",""
NA,NA,NA,"1","subtitle",""
NA,NA,NA,"1","description","Aufgrund der kleinen Fallzahlen im Kanton Zug können die Veränderungen von Tag zu Tag stark schwanken. Veränderungen dürfen deshalb nicht als Trend interpretiert werden. Die Fallzahlen und Todesfälle werden im Zeitverlauf summiert, die Hospitatilierungen umfassen nur die Hospitalisierungen des jeweiligen Tags."
NA,NA,NA,"1","source","Kanton Zug, Amt für Gesundheit"
