"Typ","Datum","Anzahl","Meta","Type","Content"
"Aktive Fälle","21.07.2020","26",NA,NA,NA
"Aktive Fälle","22.07.2020","25",NA,NA,NA
"Aktive Fälle","23.07.2020","26",NA,NA,NA
"Aktive Fälle","24.07.2020","26",NA,NA,NA
"Aktive Fälle","25.07.2020","26",NA,NA,NA
"Aktive Fälle","26.07.2020","27",NA,NA,NA
"Aktive Fälle","27.07.2020","20",NA,NA,NA
"Aktive Fälle","28.07.2020","28",NA,NA,NA
"Aktive Fälle","29.07.2020","29",NA,NA,NA
"Aktive Fälle","30.07.2020","33",NA,NA,NA
"Aktive Fälle","31.07.2020","33",NA,NA,NA
"Aktive Fälle","01.08.2020","33",NA,NA,NA
"Aktive Fälle","02.08.2020","38",NA,NA,NA
"Aktive Fälle","03.08.2020","36",NA,NA,NA
"Aktive Fälle","04.08.2020","29",NA,NA,NA
"Aktive Fälle","05.08.2020","28",NA,NA,NA
"Aktive Fälle","06.08.2020","29",NA,NA,NA
"Aktive Fälle","07.08.2020","29",NA,NA,NA
"Aktive Fälle","08.08.2020","29",NA,NA,NA
"Aktive Fälle","09.08.2020","32",NA,NA,NA
"Aktive Fälle","10.08.2020","35",NA,NA,NA
"Aktive Fälle","11.08.2020","37",NA,NA,NA
"Aktive Fälle","12.08.2020","34",NA,NA,NA
"Aktive Fälle","13.08.2020","28",NA,NA,NA
"Aktive Fälle","14.08.2020","28",NA,NA,NA
"Aktive Fälle","15.08.2020","28",NA,NA,NA
"Aktive Fälle","16.08.2020","31",NA,NA,NA
"Aktive Fälle","17.08.2020","31",NA,NA,NA
"Aktive Fälle","18.08.2020","32",NA,NA,NA
"Aktive Fälle","19.08.2020","25",NA,NA,NA
"Aktive Fälle","20.08.2020","27",NA,NA,NA
"Aktive Fälle","21.08.2020","27",NA,NA,NA
"Aktive Fälle","22.08.2020","27",NA,NA,NA
"Aktive Fälle","23.08.2020","38",NA,NA,NA
"Aktive Fälle","24.08.2020","33",NA,NA,NA
"Aktive Fälle","25.08.2020","34",NA,NA,NA
"Aktive Fälle","26.08.2020","35",NA,NA,NA
"Aktive Fälle","27.08.2020","34",NA,NA,NA
"Aktive Fälle","28.08.2020","34",NA,NA,NA
"Aktive Fälle","29.08.2020","34",NA,NA,NA
"Aktive Fälle","30.08.2020","29",NA,NA,NA
"Aktive Fälle","31.08.2020","33",NA,NA,NA
"Aktive Fälle","01.09.2020","31",NA,NA,NA
"Aktive Fälle","02.09.2020","36",NA,NA,NA
"Aktive Fälle","03.09.2020","45",NA,NA,NA
"Aktive Fälle","04.09.2020","45",NA,NA,NA
"Aktive Fälle","05.09.2020","45",NA,NA,NA
"Aktive Fälle","06.09.2020","50",NA,NA,NA
"Aktive Fälle","07.09.2020","48",NA,NA,NA
"Aktive Fälle","08.09.2020","42",NA,NA,NA
"Aktive Fälle","09.09.2020","44",NA,NA,NA
"Aktive Fälle","10.09.2020","45",NA,NA,NA
"Aktive Fälle","11.09.2020","45",NA,NA,NA
"Aktive Fälle","12.09.2020","45",NA,NA,NA
"Aktive Fälle","13.09.2020","53",NA,NA,NA
"Aktive Fälle","14.09.2020","40",NA,NA,NA
"Aktive Fälle","15.09.2020","37",NA,NA,NA
"Aktive Fälle","16.09.2020","25",NA,NA,NA
"Aktive Fälle","17.09.2020","29",NA,NA,NA
"Aktive Fälle","18.09.2020","29",NA,NA,NA
"Aktive Fälle","19.09.2020","29",NA,NA,NA
"Aktive Fälle","20.09.2020","31",NA,NA,NA
"Aktive Fälle","21.09.2020","14",NA,NA,NA
"Aktive Fälle","22.09.2020","20",NA,NA,NA
"Aktive Fälle","23.09.2020","18",NA,NA,NA
"Aktive Fälle","24.09.2020","23",NA,NA,NA
"Aktive Fälle","25.09.2020","23",NA,NA,NA
"Aktive Fälle","26.09.2020","23",NA,NA,NA
"Aktive Fälle","27.09.2020","23",NA,NA,NA
"Aktive Fälle","28.09.2020","16",NA,NA,NA
"Aktive Fälle","29.09.2020","23",NA,NA,NA
"Aktive Fälle","30.09.2020","28",NA,NA,NA
"Aktive Fälle","01.10.2020","31",NA,NA,NA
"Aktive Fälle","02.10.2020","31",NA,NA,NA
"Aktive Fälle","03.10.2020","31",NA,NA,NA
"Aktive Fälle","04.10.2020","55",NA,NA,NA
"Aktive Fälle","05.10.2020","80",NA,NA,NA
"Aktive Fälle","06.10.2020","106",NA,NA,NA
"Aktive Fälle","07.10.2020","127",NA,NA,NA
"Aktive Fälle","08.10.2020","149",NA,NA,NA
"Aktive Fälle","09.10.2020","149",NA,NA,NA
"Aktive Fälle","10.10.2020","187",NA,NA,NA
"Aktive Fälle","11.10.2020","191",NA,NA,NA
"Aktive Fälle","12.10.2020","213",NA,NA,NA
"Aktive Fälle","13.10.2020","232",NA,NA,NA
"Aktive Fälle","14.10.2020","251",NA,NA,NA
"Aktive Fälle","15.10.2020","278",NA,NA,NA
"Aktive Fälle","16.10.2020","303",NA,NA,NA
"Aktive Fälle","17.10.2020","324",NA,NA,NA
"Aktive Fälle","18.10.2020","312",NA,NA,NA
"Aktive Fälle","19.10.2020","344",NA,NA,NA
"Aktive Fälle","20.10.2020","369",NA,NA,NA
"Aktive Fälle","21.10.2020","399",NA,NA,NA
"Aktive Fälle","22.10.2020","414",NA,NA,NA
"Aktive Fälle","23.10.2020","424",NA,NA,NA
"Aktive Fälle","24.10.2020","436",NA,NA,NA
"Aktive Fälle","25.10.2020","450",NA,NA,NA
"Aktive Fälle","26.10.2020","507",NA,NA,NA
"Aktive Fälle","27.10.2020","527",NA,NA,NA
"Aktive Fälle","28.10.2020","529",NA,NA,NA
"Aktive Fälle","29.10.2020","532",NA,NA,NA
"Aktive Fälle","30.10.2020","554",NA,NA,NA
"Aktive Fälle","31.10.2020","529",NA,NA,NA
"Aktive Fälle","01.11.2020","503",NA,NA,NA
"Aktive Fälle","02.11.2020","503",NA,NA,NA
"Aktive Fälle","03.11.2020","503",NA,NA,NA
"Aktive Fälle","04.11.2020","524",NA,NA,NA
"Aktive Fälle","05.11.2020","528",NA,NA,NA
"Aktive Fälle","06.11.2020","498",NA,NA,NA
"Aktive Fälle","07.11.2020","470",NA,NA,NA
"Aktive Fälle","08.11.2020","476",NA,NA,NA
"Aktive Fälle","09.11.2020","478",NA,NA,NA
"Aktive Fälle","10.11.2020","476",NA,NA,NA
"Aktive Fälle","11.11.2020","452",NA,NA,NA
"Aktive Fälle","12.11.2020","445",NA,NA,NA
"Aktive Fälle","13.11.2020","431",NA,NA,NA
"Aktive Fälle","14.11.2020","430",NA,NA,NA
"Aktive Fälle","15.11.2020","418",NA,NA,NA
"Aktive Fälle","16.11.2020","441",NA,NA,NA
"Aktive Fälle","17.11.2020","460",NA,NA,NA
"Aktive Fälle","18.11.2020","472",NA,NA,NA
"Aktive Fälle","19.11.2020","461",NA,NA,NA
"Aktive Fälle","20.11.2020","435",NA,NA,NA
"Aktive Fälle","21.11.2020","422",NA,NA,NA
"Aktive Fälle","22.11.2020","423",NA,NA,NA
"Aktive Fälle","23.11.2020","432",NA,NA,NA
"Aktive Fälle","24.11.2020","432",NA,NA,NA
"Aktive Fälle","25.11.2020","419",NA,NA,NA
"Aktive Fälle","26.11.2020","397",NA,NA,NA
"Aktive Fälle","27.11.2020","397",NA,NA,NA
"Aktive Fälle","28.11.2020","388",NA,NA,NA
"Aktive Fälle","29.11.2020","380",NA,NA,NA
"Aktive Fälle","30.11.2020","343",NA,NA,NA
"Aktive Fälle","01.12.2020","347",NA,NA,NA
"Aktive Fälle","02.12.2020","352",NA,NA,NA
"Aktive Fälle","03.12.2020","359",NA,NA,NA
"Aktive Fälle","04.12.2020","384",NA,NA,NA
"Aktive Fälle","05.12.2020","384",NA,NA,NA
"Aktive Fälle","06.12.2020","367",NA,NA,NA
"Aktive Fälle","07.12.2020","350",NA,NA,NA
"Aktive Fälle","08.12.2020","353",NA,NA,NA
"Aktive Fälle","09.12.2020","348",NA,NA,NA
"Aktive Fälle","10.12.2020","357",NA,NA,NA
"Aktive Fälle","11.12.2020","356",NA,NA,NA
"Aktive Fälle","12.12.2020","304",NA,NA,NA
"Aktive Fälle","13.12.2020","322",NA,NA,NA
"Aktive Fälle","14.12.2020","318",NA,NA,NA
"Aktive Fälle","15.12.2020","321",NA,NA,NA
"Aktive Fälle","16.12.2020","303",NA,NA,NA
"Aktive Fälle","17.12.2020","340",NA,NA,NA
"Aktive Fälle","18.12.2020","360",NA,NA,NA
"Aktive Fälle","19.12.2020","308",NA,NA,NA
"Aktive Fälle","20.12.2020","328",NA,NA,NA
"Aktive Fälle","21.12.2020","325",NA,NA,NA
"Aktive Fälle","22.12.2020","360",NA,NA,NA
"Aktive Fälle","23.12.2020","360",NA,NA,NA
"Aktive Fälle","24.12.2020","341",NA,NA,NA
"Aktive Fälle","25.12.2020","361",NA,NA,NA
"Aktive Fälle","26.12.2020","333",NA,NA,NA
"Aktive Fälle","27.12.2020","306",NA,NA,NA
"Aktive Fälle","28.12.2020","285",NA,NA,NA
"Aktive Fälle","29.12.2020","249",NA,NA,NA
"Aktive Fälle","30.12.2020","280",NA,NA,NA
"Aktive Fälle","31.12.2020","301",NA,NA,NA
"Aktive Fälle","01.01.2021","320",NA,NA,NA
"Aktive Fälle","02.01.2021","337",NA,NA,NA
"Aktive Fälle","03.01.2021","306",NA,NA,NA
"Aktive Fälle","04.01.2021","324",NA,NA,NA
"Aktive Fälle","05.01.2021","358",NA,NA,NA
"Aktive Fälle","06.01.2021","358",NA,NA,NA
"Aktive Fälle","07.01.2021","394",NA,NA,NA
"Aktive Fälle","08.01.2021","383",NA,NA,NA
"Aktive Fälle","09.01.2021","346",NA,NA,NA
"Aktive Fälle","10.01.2021","351",NA,NA,NA
"Aktive Fälle","11.01.2021","349",NA,NA,NA
"Aktive Fälle","12.01.2021","338",NA,NA,NA
"Aktive Fälle","13.01.2021","324",NA,NA,NA
"Aktive Fälle","14.01.2021","310",NA,NA,NA
"Aktive Fälle","15.01.2021","298",NA,NA,NA
"Aktive Fälle","16.01.2021","286",NA,NA,NA
"Aktive Fälle","17.01.2021","265",NA,NA,NA
"Aktive Fälle","18.01.2021","255",NA,NA,NA
"Aktive Fälle","19.01.2021","235",NA,NA,NA
"Aktive Fälle","20.01.2021","227",NA,NA,NA
"Aktive Fälle","21.01.2021","222",NA,NA,NA
"Aktive Fälle","22.01.2021","212",NA,NA,NA
"Aktive Fälle","23.01.2021","224",NA,NA,NA
"Aktive Fälle","24.01.2021","229",NA,NA,NA
"Aktive Fälle","25.01.2021","227",NA,NA,NA
"Aktive Fälle","26.01.2021","210",NA,NA,NA
"Aktive Fälle","27.01.2021","203",NA,NA,NA
"Aktive Fälle","28.01.2021","203",NA,NA,NA
"Aktive Fälle","29.01.2021","204",NA,NA,NA
"Aktive Fälle","30.01.2021","193",NA,NA,NA
"Aktive Fälle","31.01.2021","192",NA,NA,NA
"Aktive Fälle","01.02.2021","183",NA,NA,NA
"Aktive Fälle","02.02.2021","174",NA,NA,NA
"Aktive Fälle","03.02.2021","177",NA,NA,NA
"Aktive Fälle","04.02.2021","193",NA,NA,NA
"Aktive Fälle","05.02.2021","195",NA,NA,NA
"Aktive Fälle","06.02.2021","194",NA,NA,NA
"Aktive Fälle","07.02.2021","185",NA,NA,NA
"Aktive Fälle","08.02.2021","191",NA,NA,NA
"Aktive Fälle","09.02.2021","179",NA,NA,NA
"Aktive Fälle","10.02.2021","175",NA,NA,NA
"Aktive Fälle","11.02.2021","176",NA,NA,NA
"Aktive Fälle","12.02.2021","173",NA,NA,NA
"Aktive Fälle","13.02.2021","133",NA,NA,NA
"Aktive Fälle","14.02.2021","141",NA,NA,NA
"Aktive Fälle","15.02.2021","131",NA,NA,NA
"Aktive Fälle","16.02.2021","125",NA,NA,NA
"Aktive Fälle","17.02.2021","109",NA,NA,NA
"Aktive Fälle","18.02.2021","100",NA,NA,NA
"Aktive Fälle","19.02.2021","103",NA,NA,NA
"Aktive Fälle","20.02.2021","96",NA,NA,NA
"Aktive Fälle","21.02.2021","90",NA,NA,NA
"Aktive Fälle","22.02.2021","90",NA,NA,NA
"Aktive Fälle","23.02.2021","97",NA,NA,NA
"Aktive Fälle","24.02.2021","82",NA,NA,NA
"Aktive Fälle","25.02.2021","84",NA,NA,NA
"Aktive Fälle","26.02.2021","90",NA,NA,NA
"Aktive Fälle","27.02.2021","90",NA,NA,NA
"Aktive Fälle","28.02.2021","86",NA,NA,NA
"Aktive Fälle","01.03.2021","80",NA,NA,NA
"Aktive Fälle","02.03.2021","87",NA,NA,NA
"Fallzahl","01.03.2020","0",NA,NA,NA
"Fallzahl","02.03.2020","1",NA,NA,NA
"Fallzahl","03.03.2020","0",NA,NA,NA
"Fallzahl","04.03.2020","1",NA,NA,NA
"Fallzahl","05.03.2020","1",NA,NA,NA
"Fallzahl","06.03.2020","0",NA,NA,NA
"Fallzahl","07.03.2020","0",NA,NA,NA
"Fallzahl","08.03.2020","7",NA,NA,NA
"Fallzahl","09.03.2020","0",NA,NA,NA
"Fallzahl","10.03.2020","1",NA,NA,NA
"Fallzahl","11.03.2020","0",NA,NA,NA
"Fallzahl","12.03.2020","0",NA,NA,NA
"Fallzahl","13.03.2020","2",NA,NA,NA
"Fallzahl","14.03.2020","0",NA,NA,NA
"Fallzahl","15.03.2020","7",NA,NA,NA
"Fallzahl","16.03.2020","9",NA,NA,NA
"Fallzahl","17.03.2020","4",NA,NA,NA
"Fallzahl","18.03.2020","4",NA,NA,NA
"Fallzahl","19.03.2020","11",NA,NA,NA
"Fallzahl","20.03.2020","5",NA,NA,NA
"Fallzahl","21.03.2020","0",NA,NA,NA
"Fallzahl","22.03.2020","0",NA,NA,NA
"Fallzahl","23.03.2020","19",NA,NA,NA
"Fallzahl","24.03.2020","8",NA,NA,NA
"Fallzahl","25.03.2020","7",NA,NA,NA
"Fallzahl","26.03.2020","7",NA,NA,NA
"Fallzahl","27.03.2020","7",NA,NA,NA
"Fallzahl","28.03.2020","0",NA,NA,NA
"Fallzahl","29.03.2020","11",NA,NA,NA
"Fallzahl","30.03.2020","2",NA,NA,NA
"Fallzahl","31.03.2020","11",NA,NA,NA
"Fallzahl","01.04.2020","6",NA,NA,NA
"Fallzahl","02.04.2020","7",NA,NA,NA
"Fallzahl","03.04.2020","8",NA,NA,NA
"Fallzahl","04.04.2020","0",NA,NA,NA
"Fallzahl","05.04.2020","6",NA,NA,NA
"Fallzahl","06.04.2020","5",NA,NA,NA
"Fallzahl","07.04.2020","5",NA,NA,NA
"Fallzahl","08.04.2020","3",NA,NA,NA
"Fallzahl","09.04.2020","3",NA,NA,NA
"Fallzahl","10.04.2020","0",NA,NA,NA
"Fallzahl","11.04.2020","0",NA,NA,NA
"Fallzahl","12.04.2020","2",NA,NA,NA
"Fallzahl","13.04.2020","1",NA,NA,NA
"Fallzahl","14.04.2020","0",NA,NA,NA
"Fallzahl","15.04.2020","0",NA,NA,NA
"Fallzahl","16.04.2020","1",NA,NA,NA
"Fallzahl","17.04.2020","2",NA,NA,NA
"Fallzahl","18.04.2020","1",NA,NA,NA
"Fallzahl","19.04.2020","0",NA,NA,NA
"Fallzahl","20.04.2020","1",NA,NA,NA
"Fallzahl","21.04.2020","0",NA,NA,NA
"Fallzahl","22.04.2020","2",NA,NA,NA
"Fallzahl","23.04.2020","2",NA,NA,NA
"Fallzahl","24.04.2020","1",NA,NA,NA
"Fallzahl","25.04.2020","0",NA,NA,NA
"Fallzahl","26.04.2020","4",NA,NA,NA
"Fallzahl","27.04.2020","0",NA,NA,NA
"Fallzahl","28.04.2020","0",NA,NA,NA
"Fallzahl","29.04.2020","4",NA,NA,NA
"Fallzahl","30.04.2020","0",NA,NA,NA
"Fallzahl","01.05.2020","0",NA,NA,NA
"Fallzahl","02.05.2020","0",NA,NA,NA
"Fallzahl","03.05.2020","1",NA,NA,NA
"Fallzahl","04.05.2020","1",NA,NA,NA
"Fallzahl","05.05.2020","0",NA,NA,NA
"Fallzahl","06.05.2020","1",NA,NA,NA
"Fallzahl","07.05.2020","0",NA,NA,NA
"Fallzahl","08.05.2020","1",NA,NA,NA
"Fallzahl","09.05.2020","0",NA,NA,NA
"Fallzahl","10.05.2020","0",NA,NA,NA
"Fallzahl","11.05.2020","1",NA,NA,NA
"Fallzahl","12.05.2020","1",NA,NA,NA
"Fallzahl","13.05.2020","2",NA,NA,NA
"Fallzahl","14.05.2020","1",NA,NA,NA
"Fallzahl","15.05.2020","1",NA,NA,NA
"Fallzahl","16.05.2020","0",NA,NA,NA
"Fallzahl","17.05.2020","0",NA,NA,NA
"Fallzahl","18.05.2020","0",NA,NA,NA
"Fallzahl","19.05.2020","0",NA,NA,NA
"Fallzahl","20.05.2020","0",NA,NA,NA
"Fallzahl","21.05.2020","0",NA,NA,NA
"Fallzahl","22.05.2020","2",NA,NA,NA
"Fallzahl","23.05.2020","1",NA,NA,NA
"Fallzahl","24.05.2020","0",NA,NA,NA
"Fallzahl","25.05.2020","0",NA,NA,NA
"Fallzahl","26.05.2020","0",NA,NA,NA
"Fallzahl","27.05.2020","0",NA,NA,NA
"Fallzahl","28.05.2020","0",NA,NA,NA
"Fallzahl","29.05.2020","0",NA,NA,NA
"Fallzahl","30.05.2020","0",NA,NA,NA
"Fallzahl","31.05.2020","0",NA,NA,NA
"Fallzahl","01.06.2020","0",NA,NA,NA
"Fallzahl","02.06.2020","0",NA,NA,NA
"Fallzahl","03.06.2020","0",NA,NA,NA
"Fallzahl","04.06.2020","0",NA,NA,NA
"Fallzahl","05.06.2020","0",NA,NA,NA
"Fallzahl","06.06.2020","0",NA,NA,NA
"Fallzahl","07.06.2020","1",NA,NA,NA
"Fallzahl","08.06.2020","2",NA,NA,NA
"Fallzahl","09.06.2020","2",NA,NA,NA
"Fallzahl","10.06.2020","0",NA,NA,NA
"Fallzahl","11.06.2020","4",NA,NA,NA
"Fallzahl","12.06.2020","0",NA,NA,NA
"Fallzahl","13.06.2020","0",NA,NA,NA
"Fallzahl","14.06.2020","2",NA,NA,NA
"Fallzahl","15.06.2020","1",NA,NA,NA
"Fallzahl","16.06.2020","1",NA,NA,NA
"Fallzahl","17.06.2020","0",NA,NA,NA
"Fallzahl","18.06.2020","0",NA,NA,NA
"Fallzahl","19.06.2020","0",NA,NA,NA
"Fallzahl","20.06.2020","0",NA,NA,NA
"Fallzahl","21.06.2020","1",NA,NA,NA
"Fallzahl","22.06.2020","0",NA,NA,NA
"Fallzahl","23.06.2020","2",NA,NA,NA
"Fallzahl","24.06.2020","1",NA,NA,NA
"Fallzahl","25.06.2020","2",NA,NA,NA
"Fallzahl","26.06.2020","0",NA,NA,NA
"Fallzahl","27.06.2020","0",NA,NA,NA
"Fallzahl","28.06.2020","2",NA,NA,NA
"Fallzahl","29.06.2020","2",NA,NA,NA
"Fallzahl","30.06.2020","2",NA,NA,NA
"Fallzahl","01.07.2020","2",NA,NA,NA
"Fallzahl","02.07.2020","4",NA,NA,NA
"Fallzahl","03.07.2020","2",NA,NA,NA
"Fallzahl","04.07.2020","0",NA,NA,NA
"Fallzahl","05.07.2020","3",NA,NA,NA
"Fallzahl","06.07.2020","2",NA,NA,NA
"Fallzahl","07.07.2020","1",NA,NA,NA
"Fallzahl","08.07.2020","2",NA,NA,NA
"Fallzahl","09.07.2020","2",NA,NA,NA
"Fallzahl","10.07.2020","3",NA,NA,NA
"Fallzahl","11.07.2020","2",NA,NA,NA
"Fallzahl","12.07.2020","0",NA,NA,NA
"Fallzahl","13.07.2020","5",NA,NA,NA
"Fallzahl","14.07.2020","2",NA,NA,NA
"Fallzahl","15.07.2020","2",NA,NA,NA
"Fallzahl","16.07.2020","0",NA,NA,NA
"Fallzahl","17.07.2020","0",NA,NA,NA
"Fallzahl","18.07.2020","0",NA,NA,NA
"Fallzahl","19.07.2020","2",NA,NA,NA
