"Woche","Gemeinde","Inzidenz pro 100'000","Meta","Type","Content"
2020-07-20,"Menzingen","21.9731927049",NA,NA,NA
2020-07-27,"Menzingen","65.9195781147001",NA,NA,NA
2020-10-05,"Menzingen","87.8927708196001",NA,NA,NA
2020-10-12,"Menzingen","197.7587343441",NA,NA,NA
2020-10-19,"Menzingen","417.4906613931",NA,NA,NA
2020-10-26,"Menzingen","307.6246978686",NA,NA,NA
2020-11-02,"Menzingen","351.5710832784",NA,NA,NA
2020-11-09,"Menzingen","307.6246978686",NA,NA,NA
2020-11-16,"Menzingen","637.222588442101",NA,NA,NA
2020-11-23,"Menzingen","197.7587343441",NA,NA,NA
2020-11-30,"Menzingen","439.463854098",NA,NA,NA
2020-12-07,"Menzingen","197.7587343441",NA,NA,NA
2020-12-14,"Menzingen","197.7587343441",NA,NA,NA
2020-12-21,"Menzingen","285.6515051637",NA,NA,NA
2020-12-28,"Menzingen","439.463854098",NA,NA,NA
2021-01-04,"Menzingen","483.4102395078",NA,NA,NA
2021-01-11,"Menzingen","417.4906613931",NA,NA,NA
2021-01-18,"Menzingen","87.8927708196001",NA,NA,NA
2021-01-25,"Menzingen","131.8391562294",NA,NA,NA
2021-02-01,"Menzingen","131.8391562294",NA,NA,NA
2021-02-08,"Menzingen","43.9463854098",NA,NA,NA
2021-02-15,"Menzingen","65.9195781147001",NA,NA,NA
2021-02-22,"Menzingen","175.7855416392",NA,NA,NA
2021-03-01,"Menzingen","21.9731927049",NA,NA,NA
2020-03-09,"Neuheim","44.7027268663388",NA,NA,NA
2020-03-16,"Neuheim","89.4054537326777",NA,NA,NA
2020-06-22,"Neuheim","44.7027268663388",NA,NA,NA
2020-09-07,"Neuheim","134.108180599017",NA,NA,NA
2020-09-14,"Neuheim","44.7027268663388",NA,NA,NA
2020-09-21,"Neuheim","44.7027268663388",NA,NA,NA
2020-09-28,"Neuheim","89.4054537326777",NA,NA,NA
2020-10-05,"Neuheim","44.7027268663388",NA,NA,NA
2020-10-12,"Neuheim","134.108180599017",NA,NA,NA
2020-10-19,"Neuheim","447.027268663388",NA,NA,NA
2020-10-26,"Neuheim","536.432722396066",NA,NA,NA
2020-11-02,"Neuheim","268.216361198033",NA,NA,NA
2020-11-09,"Neuheim","357.621814930711",NA,NA,NA
2020-11-16,"Neuheim","134.108180599017",NA,NA,NA
2020-11-23,"Neuheim","89.4054537326777",NA,NA,NA
2020-11-30,"Neuheim","223.513634331694",NA,NA,NA
2020-12-07,"Neuheim","178.810907465355",NA,NA,NA
2020-12-14,"Neuheim","357.621814930711",NA,NA,NA
2020-12-21,"Neuheim","89.4054537326777",NA,NA,NA
2020-12-28,"Neuheim","223.513634331694",NA,NA,NA
2021-01-04,"Neuheim","268.216361198033",NA,NA,NA
2021-01-11,"Neuheim","44.7027268663388",NA,NA,NA
2021-01-18,"Neuheim","44.7027268663388",NA,NA,NA
2021-01-25,"Neuheim","178.810907465355",NA,NA,NA
2021-02-01,"Neuheim","44.7027268663388",NA,NA,NA
2021-02-15,"Neuheim","44.7027268663388",NA,NA,NA
2020-03-09,"Oberägeri","16.0153747597694",NA,NA,NA
2020-03-16,"Oberägeri","32.0307495195388",NA,NA,NA
2020-03-23,"Oberägeri","48.0461242793081",NA,NA,NA
2020-05-11,"Oberägeri","16.0153747597694",NA,NA,NA
2020-05-18,"Oberägeri","16.0153747597694",NA,NA,NA
2020-07-13,"Oberägeri","16.0153747597694",NA,NA,NA
2020-07-20,"Oberägeri","16.0153747597694",NA,NA,NA
2020-08-17,"Oberägeri","16.0153747597694",NA,NA,NA
2020-08-31,"Oberägeri","32.0307495195388",NA,NA,NA
2020-09-14,"Oberägeri","16.0153747597694",NA,NA,NA
2020-09-28,"Oberägeri","128.122998078155",NA,NA,NA
2020-10-05,"Oberägeri","320.307495195388",NA,NA,NA
2020-10-12,"Oberägeri","736.707238949391",NA,NA,NA
2020-10-19,"Oberägeri","608.584240871236",NA,NA,NA
2020-10-26,"Oberägeri","448.430493273543",NA,NA,NA
2020-11-02,"Oberägeri","288.276745675849",NA,NA,NA
2020-11-09,"Oberägeri","160.153747597694",NA,NA,NA
2020-11-16,"Oberägeri","192.184497117233",NA,NA,NA
2020-11-23,"Oberägeri","240.230621396541",NA,NA,NA
2020-11-30,"Oberägeri","160.153747597694",NA,NA,NA
2020-12-07,"Oberägeri","288.276745675849",NA,NA,NA
2020-12-14,"Oberägeri","192.184497117233",NA,NA,NA
2020-12-21,"Oberägeri","176.169122357463",NA,NA,NA
2020-12-28,"Oberägeri","96.0922485586163",NA,NA,NA
2021-01-04,"Oberägeri","64.0614990390775",NA,NA,NA
2021-01-11,"Oberägeri","48.0461242793081",NA,NA,NA
2021-01-18,"Oberägeri","112.107623318386",NA,NA,NA
2021-01-25,"Oberägeri","80.0768737988469",NA,NA,NA
2021-02-01,"Oberägeri","80.0768737988469",NA,NA,NA
2021-02-15,"Oberägeri","32.0307495195388",NA,NA,NA
2021-02-22,"Oberägeri","80.0768737988469",NA,NA,NA
2021-03-01,"Oberägeri","48.0461242793081",NA,NA,NA
2020-03-02,"Risch","9.09918107370337",NA,NA,NA
2020-03-09,"Risch","9.09918107370337",NA,NA,NA
2020-03-16,"Risch","27.2975432211101",NA,NA,NA
2020-03-23,"Risch","27.2975432211101",NA,NA,NA
2020-03-30,"Risch","45.4959053685168",NA,NA,NA
2020-04-06,"Risch","9.09918107370337",NA,NA,NA
2020-04-13,"Risch","18.1983621474067",NA,NA,NA
2020-04-20,"Risch","9.09918107370337",NA,NA,NA
2020-05-04,"Risch","9.09918107370337",NA,NA,NA
2020-05-18,"Risch","9.09918107370337",NA,NA,NA
2020-06-08,"Risch","63.6942675159236",NA,NA,NA
2020-06-22,"Risch","9.09918107370337",NA,NA,NA
2020-07-20,"Risch","27.2975432211101",NA,NA,NA
2020-07-27,"Risch","18.1983621474067",NA,NA,NA
2020-08-10,"Risch","27.2975432211101",NA,NA,NA
2020-08-17,"Risch","54.5950864422202",NA,NA,NA
2020-08-24,"Risch","18.1983621474067",NA,NA,NA
2020-08-31,"Risch","54.5950864422202",NA,NA,NA
2020-09-07,"Risch","36.3967242948135",NA,NA,NA
2020-09-21,"Risch","27.2975432211101",NA,NA,NA
2020-10-05,"Risch","109.19017288444",NA,NA,NA
2020-10-12,"Risch","181.983621474067",NA,NA,NA
2020-10-19,"Risch","318.471337579618",NA,NA,NA
2020-10-26,"Risch","291.173794358508",NA,NA,NA
2020-11-02,"Risch","245.677888989991",NA,NA,NA
2020-11-09,"Risch","272.975432211101",NA,NA,NA
2020-11-16,"Risch","354.868061874431",NA,NA,NA
2020-11-23,"Risch","118.289353958144",NA,NA,NA
2020-11-30,"Risch","181.983621474067",NA,NA,NA
2020-12-07,"Risch","309.372156505914",NA,NA,NA
2020-12-14,"Risch","527.752502274795",NA,NA,NA
2020-12-21,"Risch","354.868061874431",NA,NA,NA
2020-12-28,"Risch","382.165605095541",NA,NA,NA
2021-01-04,"Risch","327.570518653321",NA,NA,NA
2021-01-11,"Risch","318.471337579618",NA,NA,NA
2021-01-18,"Risch","227.479526842584",NA,NA,NA
2021-01-25,"Risch","45.4959053685168",NA,NA,NA
2021-02-01,"Risch","81.8926296633303",NA,NA,NA
2021-02-08,"Risch","72.7934485896269",NA,NA,NA
2021-02-15,"Risch","36.3967242948135",NA,NA,NA
2021-02-22,"Risch","27.2975432211101",NA,NA,NA
2021-03-01,"Risch","36.3967242948135",NA,NA,NA
2020-03-16,"Steinhausen","19.7452858130121",NA,NA,NA
2020-03-23,"Steinhausen","69.1085003455425",NA,NA,NA
2020-03-30,"Steinhausen","9.87264290650607",NA,NA,NA
2020-04-06,"Steinhausen","19.7452858130121",NA,NA,NA
2020-04-20,"Steinhausen","19.7452858130121",NA,NA,NA
2020-05-11,"Steinhausen","9.87264290650607",NA,NA,NA
2020-06-08,"Steinhausen","9.87264290650607",NA,NA,NA
2020-06-15,"Steinhausen","9.87264290650607",NA,NA,NA
2020-06-22,"Steinhausen","19.7452858130121",NA,NA,NA
2020-07-06,"Steinhausen","9.87264290650607",NA,NA,NA
2020-07-20,"Steinhausen","9.87264290650607",NA,NA,NA
2020-07-27,"Steinhausen","19.7452858130121",NA,NA,NA
2020-08-24,"Steinhausen","9.87264290650607",NA,NA,NA
2020-09-28,"Steinhausen","29.6179287195182",NA,NA,NA
2020-10-05,"Steinhausen","236.943429756146",NA,NA,NA
2020-10-12,"Steinhausen","177.707572317109",NA,NA,NA
2020-10-19,"Steinhausen","424.523644979761",NA,NA,NA
2020-10-26,"Steinhausen","394.905716260243",NA,NA,NA
2020-11-02,"Steinhausen","375.160430447231",NA,NA,NA
2020-11-09,"Steinhausen","325.7972159147",NA,NA,NA
2020-11-16,"Steinhausen","385.033073353737",NA,NA,NA
2020-11-23,"Steinhausen","355.415144634219",NA,NA,NA
2020-11-30,"Steinhausen","552.86800276434",NA,NA,NA
2020-12-07,"Steinhausen","197.452858130121",NA,NA,NA
2020-12-14,"Steinhausen","276.43400138217",NA,NA,NA
2020-12-21,"Steinhausen","88.8537861585546",NA,NA,NA
2020-12-28,"Steinhausen","187.580215223615",NA,NA,NA
2021-01-04,"Steinhausen","236.943429756146",NA,NA,NA
2021-01-11,"Steinhausen","187.580215223615",NA,NA,NA
2021-01-18,"Steinhausen","138.217000691085",NA,NA,NA
2021-01-25,"Steinhausen","148.089643597591",NA,NA,NA
2021-02-01,"Steinhausen","128.344357784579",NA,NA,NA
2021-02-08,"Steinhausen","167.834929410603",NA,NA,NA
2021-02-15,"Steinhausen","39.4905716260243",NA,NA,NA
2021-02-22,"Steinhausen","167.834929410603",NA,NA,NA
2021-03-01,"Steinhausen","118.471714878073",NA,NA,NA
2020-02-24,"Unterägeri","11.27649977447",NA,NA,NA
2020-03-09,"Unterägeri","11.27649977447",NA,NA,NA
2020-03-16,"Unterägeri","33.82949932341",NA,NA,NA
2020-03-23,"Unterägeri","11.27649977447",NA,NA,NA
2020-03-30,"Unterägeri","45.10599909788",NA,NA,NA
2020-04-06,"Unterägeri","33.82949932341",NA,NA,NA
2020-04-13,"Unterägeri","11.27649977447",NA,NA,NA
2020-04-27,"Unterägeri","11.27649977447",NA,NA,NA
2020-06-29,"Unterägeri","11.27649977447",NA,NA,NA
2020-07-27,"Unterägeri","11.27649977447",NA,NA,NA
2020-08-03,"Unterägeri","11.27649977447",NA,NA,NA
2020-09-21,"Unterägeri","11.27649977447",NA,NA,NA
2020-09-28,"Unterägeri","11.27649977447",NA,NA,NA
2020-10-05,"Unterägeri","157.87099684258",NA,NA,NA
2020-10-12,"Unterägeri","293.18899413622",NA,NA,NA
2020-10-19,"Unterägeri","383.40099233198",NA,NA,NA
2020-10-26,"Unterägeri","225.5299954894",NA,NA,NA
2020-11-02,"Unterägeri","214.25349571493",NA,NA,NA
2020-11-09,"Unterägeri","383.40099233198",NA,NA,NA
2020-11-16,"Unterägeri","383.40099233198",NA,NA,NA
2020-11-23,"Unterägeri","304.46549391069",NA,NA,NA
2020-11-30,"Unterägeri","372.12449255751",NA,NA,NA
2020-12-07,"Unterägeri","304.46549391069",NA,NA,NA
2020-12-14,"Unterägeri","338.2949932341",NA,NA,NA
2020-12-21,"Unterägeri","293.18899413622",NA,NA,NA
2020-12-28,"Unterägeri","259.35949481281",NA,NA,NA
2021-01-04,"Unterägeri","157.87099684258",NA,NA,NA
2021-01-11,"Unterägeri","56.38249887235",NA,NA,NA
2021-01-18,"Unterägeri","124.04149751917",NA,NA,NA
2021-01-25,"Unterägeri","56.38249887235",NA,NA,NA
2021-02-01,"Unterägeri","56.38249887235",NA,NA,NA
2021-02-08,"Unterägeri","45.10599909788",NA,NA,NA
2021-02-15,"Unterägeri","112.7649977447",NA,NA,NA
2021-02-22,"Unterägeri","78.93549842129",NA,NA,NA
2021-03-01,"Unterägeri","33.82949932341",NA,NA,NA
2020-03-23,"Walchwil","26.9469145782808",NA,NA,NA
2020-03-30,"Walchwil","80.8407437348424",NA,NA,NA
2020-07-27,"Walchwil","26.9469145782808",NA,NA,NA
2020-08-17,"Walchwil","26.9469145782808",NA,NA,NA
2020-09-14,"Walchwil","53.8938291565616",NA,NA,NA
2020-09-21,"Walchwil","26.9469145782808",NA,NA,NA
2020-09-28,"Walchwil","26.9469145782808",NA,NA,NA
2020-10-05,"Walchwil","80.8407437348424",NA,NA,NA
2020-10-12,"Walchwil","188.628402047966",NA,NA,NA
2020-10-19,"Walchwil","134.734572891404",NA,NA,NA
2020-10-26,"Walchwil","188.628402047966",NA,NA,NA
2020-11-02,"Walchwil","215.575316626246",NA,NA,NA
2020-11-09,"Walchwil","53.8938291565616",NA,NA,NA
2020-11-16,"Walchwil","350.30988951765",NA,NA,NA
2020-11-23,"Walchwil","188.628402047966",NA,NA,NA
2020-11-30,"Walchwil","323.362974939369",NA,NA,NA
2020-12-07,"Walchwil","296.416060361089",NA,NA,NA
2020-12-14,"Walchwil","350.30988951765",NA,NA,NA
2020-12-21,"Walchwil","80.8407437348424",NA,NA,NA
2021-01-04,"Walchwil","296.416060361089",NA,NA,NA
2021-01-11,"Walchwil","269.469145782808",NA,NA,NA
2021-01-18,"Walchwil","377.256804095931",NA,NA,NA
2021-01-25,"Walchwil","188.628402047966",NA,NA,NA
2021-02-01,"Walchwil","80.8407437348424",NA,NA,NA
2021-02-08,"Walchwil","134.734572891404",NA,NA,NA
2021-02-15,"Walchwil","53.8938291565616",NA,NA,NA
2021-02-22,"Walchwil","53.8938291565616",NA,NA,NA
2021-03-01,"Walchwil","26.9469145782808",NA,NA,NA
2020-03-02,"Zug","9.79815794630609",NA,NA,NA
2020-03-09,"Zug","9.79815794630609",NA,NA,NA
2020-03-16,"Zug","42.4586844339931",NA,NA,NA
2020-03-23,"Zug","26.1284211901496",NA,NA,NA
2020-03-30,"Zug","13.0642105950748",NA,NA,NA
2020-04-06,"Zug","3.2660526487687",NA,NA,NA
2020-04-20,"Zug","9.79815794630609",NA,NA,NA
2020-06-22,"Zug","6.5321052975374",NA,NA,NA
2020-06-29,"Zug","19.5963158926122",NA,NA,NA
2020-07-06,"Zug","9.79815794630609",NA,NA,NA
2020-07-13,"Zug","9.79815794630609",NA,NA,NA
2020-07-27,"Zug","16.3302632438435",NA,NA,NA
2020-08-03,"Zug","19.5963158926122",NA,NA,NA
2020-08-10,"Zug","13.0642105950748",NA,NA,NA
2020-08-17,"Zug","9.79815794630609",NA,NA,NA
2020-08-24,"Zug","19.5963158926122",NA,NA,NA
2020-08-31,"Zug","29.3944738389183",NA,NA,NA
2020-09-07,"Zug","26.1284211901496",NA,NA,NA
2020-09-14,"Zug","13.0642105950748",NA,NA,NA
2020-09-21,"Zug","3.2660526487687",NA,NA,NA
2020-09-28,"Zug","55.5228950290679",NA,NA,NA
2020-10-05,"Zug","156.770527140898",NA,NA,NA
2020-10-12,"Zug","195.963158926122",NA,NA,NA
2020-10-19,"Zug","355.999738715788",NA,NA,NA
2020-10-26,"Zug","421.320791691162",NA,NA,NA
2020-11-02,"Zug","290.678685740414",NA,NA,NA
2020-11-09,"Zug","267.816317199033",NA,NA,NA
2020-11-16,"Zug","284.146580442877",NA,NA,NA
2020-11-23,"Zug","258.018159252727",NA,NA,NA
2020-11-30,"Zug","218.825527467503",NA,NA,NA
2020-12-07,"Zug","225.35763276504",NA,NA,NA
2020-12-14,"Zug","284.146580442877",NA,NA,NA
2020-12-21,"Zug","212.293422169965",NA,NA,NA
2020-12-28,"Zug","254.752106603958",NA,NA,NA
2021-01-04,"Zug","316.807106930564",NA,NA,NA
2021-01-11,"Zug","156.770527140898",NA,NA,NA
2021-01-18,"Zug","150.23842184336",NA,NA,NA
2021-01-25,"Zug","127.376053301979",NA,NA,NA
2021-02-01,"Zug","107.779737409367",NA,NA,NA
2021-02-08,"Zug","48.9907897315305",NA,NA,NA
2021-02-15,"Zug","75.1192109216801",NA,NA,NA
2021-02-22,"Zug","22.8623685413809",NA,NA,NA
2021-03-01,"Zug","62.0550003266053",NA,NA,NA
NA,NA,NA,"1","datatypes","week,string,float"
NA,NA,NA,"1","title","Positiv getestete Personen nach Gemeinde im Zeitverlauf pro 100'000"
NA,NA,NA,"1","subtitle","Datenstand: 08.03.2021"
NA,NA,NA,"1","description","Die Inzidenz wird jeweils pro 100'000 Personen in der entsprechenden Gemeinde ausgewiesen. Aufgrund der kleinen Fallzahlen im Kanton Zug können starke Ausreisser innerhalb einzelner Gruppen ohne sachliche Begründung vorkommen."
NA,NA,NA,"1","source","ISM, Bundesamt für Gesundheit"
