"Typ","Datum","Anzahl","Meta","Type","Content"
"Aktive Fälle","21.07.2020","187",NA,NA,NA
"Aktive Fälle","22.07.2020","185",NA,NA,NA
"Aktive Fälle","23.07.2020","184",NA,NA,NA
"Aktive Fälle","24.07.2020","183",NA,NA,NA
"Aktive Fälle","25.07.2020","182",NA,NA,NA
"Aktive Fälle","26.07.2020","181",NA,NA,NA
"Aktive Fälle","27.07.2020","176",NA,NA,NA
"Aktive Fälle","28.07.2020","178",NA,NA,NA
"Aktive Fälle","29.07.2020","182",NA,NA,NA
"Aktive Fälle","30.07.2020","189",NA,NA,NA
"Aktive Fälle","31.07.2020","196",NA,NA,NA
"Aktive Fälle","01.08.2020","203",NA,NA,NA
"Aktive Fälle","02.08.2020","214",NA,NA,NA
"Aktive Fälle","03.08.2020","230",NA,NA,NA
"Aktive Fälle","04.08.2020","231",NA,NA,NA
"Aktive Fälle","05.08.2020","230",NA,NA,NA
"Aktive Fälle","06.08.2020","226",NA,NA,NA
"Aktive Fälle","07.08.2020","222",NA,NA,NA
"Aktive Fälle","08.08.2020","218",NA,NA,NA
"Aktive Fälle","09.08.2020","212",NA,NA,NA
"Aktive Fälle","10.08.2020","211",NA,NA,NA
"Aktive Fälle","11.08.2020","219",NA,NA,NA
"Aktive Fälle","12.08.2020","225",NA,NA,NA
"Aktive Fälle","13.08.2020","224",NA,NA,NA
"Aktive Fälle","14.08.2020","223",NA,NA,NA
"Aktive Fälle","15.08.2020","222",NA,NA,NA
"Aktive Fälle","16.08.2020","221",NA,NA,NA
"Aktive Fälle","17.08.2020","217",NA,NA,NA
"Aktive Fälle","18.08.2020","212",NA,NA,NA
"Aktive Fälle","19.08.2020","203",NA,NA,NA
"Aktive Fälle","20.08.2020","202",NA,NA,NA
"Aktive Fälle","21.08.2020","201",NA,NA,NA
"Aktive Fälle","22.08.2020","200",NA,NA,NA
"Aktive Fälle","23.08.2020","207",NA,NA,NA
"Aktive Fälle","24.08.2020","209",NA,NA,NA
"Aktive Fälle","25.08.2020","211",NA,NA,NA
"Aktive Fälle","26.08.2020","221",NA,NA,NA
"Aktive Fälle","27.08.2020","228",NA,NA,NA
"Aktive Fälle","28.08.2020","235",NA,NA,NA
"Aktive Fälle","29.08.2020","242",NA,NA,NA
"Aktive Fälle","30.08.2020","233",NA,NA,NA
"Aktive Fälle","31.08.2020","233",NA,NA,NA
"Aktive Fälle","01.09.2020","230",NA,NA,NA
"Aktive Fälle","02.09.2020","231",NA,NA,NA
"Aktive Fälle","03.09.2020","242",NA,NA,NA
"Aktive Fälle","04.09.2020","253",NA,NA,NA
"Aktive Fälle","05.09.2020","264",NA,NA,NA
"Aktive Fälle","06.09.2020","285",NA,NA,NA
"Aktive Fälle","07.09.2020","300",NA,NA,NA
"Aktive Fälle","08.09.2020","311",NA,NA,NA
"Aktive Fälle","09.09.2020","319",NA,NA,NA
"Aktive Fälle","10.09.2020","319",NA,NA,NA
"Aktive Fälle","11.09.2020","319",NA,NA,NA
"Aktive Fälle","12.09.2020","319",NA,NA,NA
"Aktive Fälle","13.09.2020","322",NA,NA,NA
"Aktive Fälle","14.09.2020","314",NA,NA,NA
"Aktive Fälle","15.09.2020","309",NA,NA,NA
"Aktive Fälle","16.09.2020","290",NA,NA,NA
"Aktive Fälle","17.09.2020","274",NA,NA,NA
"Aktive Fälle","18.09.2020","258",NA,NA,NA
"Aktive Fälle","19.09.2020","242",NA,NA,NA
"Aktive Fälle","20.09.2020","220",NA,NA,NA
"Aktive Fälle","21.09.2020","194",NA,NA,NA
"Aktive Fälle","22.09.2020","177",NA,NA,NA
"Aktive Fälle","23.09.2020","170",NA,NA,NA
"Aktive Fälle","24.09.2020","164",NA,NA,NA
"Aktive Fälle","25.09.2020","158",NA,NA,NA
"Aktive Fälle","26.09.2020","152",NA,NA,NA
"Aktive Fälle","27.09.2020","144",NA,NA,NA
"Aktive Fälle","28.09.2020","146",NA,NA,NA
"Aktive Fälle","29.09.2020","149",NA,NA,NA
"Aktive Fälle","30.09.2020","159",NA,NA,NA
"Aktive Fälle","01.10.2020","167",NA,NA,NA
"Aktive Fälle","02.10.2020","175",NA,NA,NA
"Aktive Fälle","03.10.2020","183",NA,NA,NA
"Aktive Fälle","04.10.2020","215",NA,NA,NA
"Aktive Fälle","05.10.2020","279",NA,NA,NA
"Aktive Fälle","06.10.2020","362",NA,NA,NA
"Aktive Fälle","07.10.2020","461",NA,NA,NA
"Aktive Fälle","08.10.2020","579",NA,NA,NA
"Aktive Fälle","09.10.2020","697",NA,NA,NA
"Aktive Fälle","10.10.2020","853",NA,NA,NA
"Aktive Fälle","11.10.2020","989",NA,NA,NA
"Aktive Fälle","12.10.2020","1122",NA,NA,NA
"Aktive Fälle","13.10.2020","1248",NA,NA,NA
"Aktive Fälle","14.10.2020","1372",NA,NA,NA
"Aktive Fälle","15.10.2020","1501",NA,NA,NA
"Aktive Fälle","16.10.2020","1655",NA,NA,NA
"Aktive Fälle","17.10.2020","1792",NA,NA,NA
"Aktive Fälle","18.10.2020","1913",NA,NA,NA
"Aktive Fälle","19.10.2020","2044",NA,NA,NA
"Aktive Fälle","20.10.2020","2181",NA,NA,NA
"Aktive Fälle","21.10.2020","2329",NA,NA,NA
"Aktive Fälle","22.10.2020","2465",NA,NA,NA
"Aktive Fälle","23.10.2020","2586",NA,NA,NA
"Aktive Fälle","24.10.2020","2698",NA,NA,NA
"Aktive Fälle","25.10.2020","2836",NA,NA,NA
"Aktive Fälle","26.10.2020","2999",NA,NA,NA
"Aktive Fälle","27.10.2020","3157",NA,NA,NA
"Aktive Fälle","28.10.2020","3287",NA,NA,NA
"Aktive Fälle","29.10.2020","3405",NA,NA,NA
"Aktive Fälle","30.10.2020","3535",NA,NA,NA
"Aktive Fälle","31.10.2020","3628",NA,NA,NA
"Aktive Fälle","01.11.2020","3681",NA,NA,NA
"Aktive Fälle","02.11.2020","3677",NA,NA,NA
"Aktive Fälle","03.11.2020","3653",NA,NA,NA
"Aktive Fälle","04.11.2020","3648",NA,NA,NA
"Aktive Fälle","05.11.2020","3644",NA,NA,NA
"Aktive Fälle","06.11.2020","3588",NA,NA,NA
"Aktive Fälle","07.11.2020","3529",NA,NA,NA
"Aktive Fälle","08.11.2020","3502",NA,NA,NA
"Aktive Fälle","09.11.2020","3477",NA,NA,NA
"Aktive Fälle","10.11.2020","3450",NA,NA,NA
"Aktive Fälle","11.11.2020","3378",NA,NA,NA
"Aktive Fälle","12.11.2020","3295",NA,NA,NA
"Aktive Fälle","13.11.2020","3228",NA,NA,NA
"Aktive Fälle","14.11.2020","3188",NA,NA,NA
"Aktive Fälle","15.11.2020","3130",NA,NA,NA
"Aktive Fälle","16.11.2020","3093",NA,NA,NA
"Aktive Fälle","17.11.2020","3077",NA,NA,NA
"Aktive Fälle","18.11.2020","3097",NA,NA,NA
"Aktive Fälle","19.11.2020","3113",NA,NA,NA
"Aktive Fälle","20.11.2020","3117",NA,NA,NA
"Aktive Fälle","21.11.2020","3109",NA,NA,NA
"Aktive Fälle","22.11.2020","3114",NA,NA,NA
"Aktive Fälle","23.11.2020","3105",NA,NA,NA
"Aktive Fälle","24.11.2020","3077",NA,NA,NA
"Aktive Fälle","25.11.2020","3024",NA,NA,NA
"Aktive Fälle","26.11.2020","2960",NA,NA,NA
"Aktive Fälle","27.11.2020","2922",NA,NA,NA
"Aktive Fälle","28.11.2020","2888",NA,NA,NA
"Aktive Fälle","29.11.2020","2845",NA,NA,NA
"Aktive Fälle","30.11.2020","2756",NA,NA,NA
"Aktive Fälle","01.12.2020","2671",NA,NA,NA
"Aktive Fälle","02.12.2020","2604",NA,NA,NA
"Aktive Fälle","03.12.2020","2566",NA,NA,NA
"Aktive Fälle","04.12.2020","2553",NA,NA,NA
"Aktive Fälle","05.12.2020","2549",NA,NA,NA
"Aktive Fälle","06.12.2020","2536",NA,NA,NA
"Aktive Fälle","07.12.2020","2543",NA,NA,NA
"Aktive Fälle","08.12.2020","2549",NA,NA,NA
"Aktive Fälle","09.12.2020","2545",NA,NA,NA
"Aktive Fälle","10.12.2020","2543",NA,NA,NA
"Aktive Fälle","11.12.2020","2515",NA,NA,NA
"Aktive Fälle","12.12.2020","2435",NA,NA,NA
"Aktive Fälle","13.12.2020","2390",NA,NA,NA
"Aktive Fälle","14.12.2020","2358",NA,NA,NA
"Aktive Fälle","15.12.2020","2326",NA,NA,NA
"Aktive Fälle","16.12.2020","2281",NA,NA,NA
"Aktive Fälle","17.12.2020","2264",NA,NA,NA
"Aktive Fälle","18.12.2020","2268",NA,NA,NA
"Aktive Fälle","19.12.2020","2272",NA,NA,NA
"Aktive Fälle","20.12.2020","2278",NA,NA,NA
"Aktive Fälle","21.12.2020","2285",NA,NA,NA
"Aktive Fälle","22.12.2020","2324",NA,NA,NA
"Aktive Fälle","23.12.2020","2381",NA,NA,NA
"Aktive Fälle","24.12.2020","2382",NA,NA,NA
"Aktive Fälle","25.12.2020","2383",NA,NA,NA
"Aktive Fälle","26.12.2020","2408",NA,NA,NA
"Aktive Fälle","27.12.2020","2386",NA,NA,NA
"Aktive Fälle","28.12.2020","2346",NA,NA,NA
"Aktive Fälle","29.12.2020","2235",NA,NA,NA
"Aktive Fälle","30.12.2020","2155",NA,NA,NA
"Aktive Fälle","31.12.2020","2115",NA,NA,NA
"Aktive Fälle","01.01.2021","2074",NA,NA,NA
"Aktive Fälle","02.01.2021","2078",NA,NA,NA
"Aktive Fälle","03.01.2021","2078",NA,NA,NA
"Aktive Fälle","04.01.2021","2117",NA,NA,NA
"Aktive Fälle","05.01.2021","2226",NA,NA,NA
"Aktive Fälle","06.01.2021","2304",NA,NA,NA
"Aktive Fälle","07.01.2021","2397",NA,NA,NA
"Aktive Fälle","08.01.2021","2460",NA,NA,NA
"Aktive Fälle","09.01.2021","2469",NA,NA,NA
"Aktive Fälle","10.01.2021","2514",NA,NA,NA
"Aktive Fälle","11.01.2021","2539",NA,NA,NA
"Aktive Fälle","12.01.2021","2519",NA,NA,NA
"Aktive Fälle","13.01.2021","2485",NA,NA,NA
"Aktive Fälle","14.01.2021","2401",NA,NA,NA
"Aktive Fälle","15.01.2021","2316",NA,NA,NA
"Aktive Fälle","16.01.2021","2256",NA,NA,NA
"Aktive Fälle","17.01.2021","2170",NA,NA,NA
"Aktive Fälle","18.01.2021","2076",NA,NA,NA
"Aktive Fälle","19.01.2021","1973",NA,NA,NA
"Aktive Fälle","20.01.2021","1876",NA,NA,NA
"Aktive Fälle","21.01.2021","1788",NA,NA,NA
"Aktive Fälle","22.01.2021","1702",NA,NA,NA
"Aktive Fälle","23.01.2021","1640",NA,NA,NA
"Aktive Fälle","24.01.2021","1604",NA,NA,NA
"Aktive Fälle","25.01.2021","1576",NA,NA,NA
"Aktive Fälle","26.01.2021","1551",NA,NA,NA
"Aktive Fälle","27.01.2021","1527",NA,NA,NA
"Aktive Fälle","28.01.2021","1508",NA,NA,NA
"Aktive Fälle","29.01.2021","1500",NA,NA,NA
"Aktive Fälle","30.01.2021","1469",NA,NA,NA
"Aktive Fälle","31.01.2021","1432",NA,NA,NA
"Aktive Fälle","01.02.2021","1388",NA,NA,NA
"Aktive Fälle","02.02.2021","1352",NA,NA,NA
"Aktive Fälle","03.02.2021","1326",NA,NA,NA
"Aktive Fälle","04.02.2021","1316",NA,NA,NA
"Aktive Fälle","05.02.2021","1307",NA,NA,NA
"Aktive Fälle","06.02.2021","1308",NA,NA,NA
"Aktive Fälle","07.02.2021","1301",NA,NA,NA
"Aktive Fälle","08.02.2021","1309",NA,NA,NA
"Aktive Fälle","09.02.2021","1314",NA,NA,NA
"Aktive Fälle","10.02.2021","1312",NA,NA,NA
"Aktive Fälle","11.02.2021","1295",NA,NA,NA
"Aktive Fälle","12.02.2021","1273",NA,NA,NA
"Aktive Fälle","13.02.2021","1212",NA,NA,NA
"Aktive Fälle","14.02.2021","1168",NA,NA,NA
"Aktive Fälle","15.02.2021","1108",NA,NA,NA
"Aktive Fälle","16.02.2021","1054",NA,NA,NA
"Aktive Fälle","17.02.2021","988",NA,NA,NA
"Aktive Fälle","18.02.2021","912",NA,NA,NA
"Aktive Fälle","19.02.2021","842",NA,NA,NA
"Aktive Fälle","20.02.2021","805",NA,NA,NA
"Aktive Fälle","21.02.2021","754",NA,NA,NA
"Aktive Fälle","22.02.2021","713",NA,NA,NA
"Aktive Fälle","23.02.2021","685",NA,NA,NA
"Aktive Fälle","24.02.2021","658",NA,NA,NA
"Aktive Fälle","25.02.2021","642",NA,NA,NA
"Aktive Fälle","26.02.2021","629",NA,NA,NA
"Aktive Fälle","27.02.2021","623",NA,NA,NA
"Aktive Fälle","28.02.2021","619",NA,NA,NA
"Aktive Fälle","01.03.2021","609",NA,NA,NA
"Aktive Fälle","02.03.2021","599",NA,NA,NA
"Fallzahl","01.03.2020","0",NA,NA,NA
"Fallzahl","02.03.2020","1",NA,NA,NA
"Fallzahl","03.03.2020","1",NA,NA,NA
"Fallzahl","04.03.2020","2",NA,NA,NA
"Fallzahl","05.03.2020","3",NA,NA,NA
"Fallzahl","06.03.2020","3",NA,NA,NA
"Fallzahl","07.03.2020","3",NA,NA,NA
"Fallzahl","08.03.2020","10",NA,NA,NA
"Fallzahl","09.03.2020","9",NA,NA,NA
"Fallzahl","10.03.2020","10",NA,NA,NA
"Fallzahl","11.03.2020","9",NA,NA,NA
"Fallzahl","12.03.2020","8",NA,NA,NA
"Fallzahl","13.03.2020","10",NA,NA,NA
"Fallzahl","14.03.2020","10",NA,NA,NA
"Fallzahl","15.03.2020","10",NA,NA,NA
"Fallzahl","16.03.2020","19",NA,NA,NA
"Fallzahl","17.03.2020","22",NA,NA,NA
"Fallzahl","18.03.2020","26",NA,NA,NA
"Fallzahl","19.03.2020","37",NA,NA,NA
"Fallzahl","20.03.2020","40",NA,NA,NA
"Fallzahl","21.03.2020","40",NA,NA,NA
"Fallzahl","22.03.2020","33",NA,NA,NA
"Fallzahl","23.03.2020","43",NA,NA,NA
"Fallzahl","24.03.2020","47",NA,NA,NA
"Fallzahl","25.03.2020","50",NA,NA,NA
"Fallzahl","26.03.2020","46",NA,NA,NA
"Fallzahl","27.03.2020","48",NA,NA,NA
"Fallzahl","28.03.2020","48",NA,NA,NA
"Fallzahl","29.03.2020","59",NA,NA,NA
"Fallzahl","30.03.2020","42",NA,NA,NA
"Fallzahl","31.03.2020","45",NA,NA,NA
"Fallzahl","01.04.2020","44",NA,NA,NA
"Fallzahl","02.04.2020","44",NA,NA,NA
"Fallzahl","03.04.2020","45",NA,NA,NA
"Fallzahl","04.04.2020","45",NA,NA,NA
"Fallzahl","05.04.2020","40",NA,NA,NA
"Fallzahl","06.04.2020","43",NA,NA,NA
"Fallzahl","07.04.2020","37",NA,NA,NA
"Fallzahl","08.04.2020","34",NA,NA,NA
"Fallzahl","09.04.2020","30",NA,NA,NA
"Fallzahl","10.04.2020","22",NA,NA,NA
"Fallzahl","11.04.2020","22",NA,NA,NA
"Fallzahl","12.04.2020","18",NA,NA,NA
"Fallzahl","13.04.2020","14",NA,NA,NA
"Fallzahl","14.04.2020","9",NA,NA,NA
"Fallzahl","15.04.2020","6",NA,NA,NA
"Fallzahl","16.04.2020","4",NA,NA,NA
"Fallzahl","17.04.2020","6",NA,NA,NA
"Fallzahl","18.04.2020","7",NA,NA,NA
"Fallzahl","19.04.2020","5",NA,NA,NA
"Fallzahl","20.04.2020","5",NA,NA,NA
"Fallzahl","21.04.2020","5",NA,NA,NA
"Fallzahl","22.04.2020","7",NA,NA,NA
"Fallzahl","23.04.2020","8",NA,NA,NA
"Fallzahl","24.04.2020","7",NA,NA,NA
"Fallzahl","25.04.2020","6",NA,NA,NA
"Fallzahl","26.04.2020","10",NA,NA,NA
"Fallzahl","27.04.2020","9",NA,NA,NA
"Fallzahl","28.04.2020","9",NA,NA,NA
"Fallzahl","29.04.2020","11",NA,NA,NA
"Fallzahl","30.04.2020","9",NA,NA,NA
"Fallzahl","01.05.2020","8",NA,NA,NA
"Fallzahl","02.05.2020","8",NA,NA,NA
"Fallzahl","03.05.2020","5",NA,NA,NA
"Fallzahl","04.05.2020","6",NA,NA,NA
"Fallzahl","05.05.2020","6",NA,NA,NA
"Fallzahl","06.05.2020","3",NA,NA,NA
"Fallzahl","07.05.2020","3",NA,NA,NA
"Fallzahl","08.05.2020","4",NA,NA,NA
"Fallzahl","09.05.2020","4",NA,NA,NA
"Fallzahl","10.05.2020","3",NA,NA,NA
"Fallzahl","11.05.2020","3",NA,NA,NA
"Fallzahl","12.05.2020","4",NA,NA,NA
"Fallzahl","13.05.2020","5",NA,NA,NA
"Fallzahl","14.05.2020","6",NA,NA,NA
"Fallzahl","15.05.2020","6",NA,NA,NA
"Fallzahl","16.05.2020","6",NA,NA,NA
"Fallzahl","17.05.2020","6",NA,NA,NA
"Fallzahl","18.05.2020","5",NA,NA,NA
"Fallzahl","19.05.2020","4",NA,NA,NA
"Fallzahl","20.05.2020","2",NA,NA,NA
"Fallzahl","21.05.2020","1",NA,NA,NA
"Fallzahl","22.05.2020","2",NA,NA,NA
"Fallzahl","23.05.2020","3",NA,NA,NA
"Fallzahl","24.05.2020","3",NA,NA,NA
"Fallzahl","25.05.2020","3",NA,NA,NA
"Fallzahl","26.05.2020","3",NA,NA,NA
"Fallzahl","27.05.2020","3",NA,NA,NA
"Fallzahl","28.05.2020","3",NA,NA,NA
"Fallzahl","29.05.2020","1",NA,NA,NA
"Fallzahl","30.05.2020","0",NA,NA,NA
"Fallzahl","31.05.2020","0",NA,NA,NA
"Fallzahl","01.06.2020","0",NA,NA,NA
"Fallzahl","02.06.2020","0",NA,NA,NA
"Fallzahl","03.06.2020","0",NA,NA,NA
"Fallzahl","04.06.2020","0",NA,NA,NA
"Fallzahl","05.06.2020","0",NA,NA,NA
"Fallzahl","06.06.2020","0",NA,NA,NA
"Fallzahl","07.06.2020","1",NA,NA,NA
"Fallzahl","08.06.2020","3",NA,NA,NA
"Fallzahl","09.06.2020","5",NA,NA,NA
"Fallzahl","10.06.2020","5",NA,NA,NA
"Fallzahl","11.06.2020","9",NA,NA,NA
"Fallzahl","12.06.2020","9",NA,NA,NA
"Fallzahl","13.06.2020","9",NA,NA,NA
"Fallzahl","14.06.2020","10",NA,NA,NA
"Fallzahl","15.06.2020","9",NA,NA,NA
"Fallzahl","16.06.2020","8",NA,NA,NA
"Fallzahl","17.06.2020","8",NA,NA,NA
"Fallzahl","18.06.2020","4",NA,NA,NA
"Fallzahl","19.06.2020","4",NA,NA,NA
"Fallzahl","20.06.2020","4",NA,NA,NA
"Fallzahl","21.06.2020","3",NA,NA,NA
"Fallzahl","22.06.2020","2",NA,NA,NA
"Fallzahl","23.06.2020","3",NA,NA,NA
"Fallzahl","24.06.2020","4",NA,NA,NA
"Fallzahl","25.06.2020","6",NA,NA,NA
"Fallzahl","26.06.2020","6",NA,NA,NA
"Fallzahl","27.06.2020","6",NA,NA,NA
"Fallzahl","28.06.2020","7",NA,NA,NA
"Fallzahl","29.06.2020","9",NA,NA,NA
"Fallzahl","30.06.2020","9",NA,NA,NA
"Fallzahl","01.07.2020","10",NA,NA,NA
"Fallzahl","02.07.2020","12",NA,NA,NA
"Fallzahl","03.07.2020","14",NA,NA,NA
"Fallzahl","04.07.2020","14",NA,NA,NA
"Fallzahl","05.07.2020","15",NA,NA,NA
"Fallzahl","06.07.2020","15",NA,NA,NA
"Fallzahl","07.07.2020","14",NA,NA,NA
"Fallzahl","08.07.2020","14",NA,NA,NA
"Fallzahl","09.07.2020","12",NA,NA,NA
"Fallzahl","10.07.2020","13",NA,NA,NA
"Fallzahl","11.07.2020","15",NA,NA,NA
"Fallzahl","12.07.2020","12",NA,NA,NA
"Fallzahl","13.07.2020","15",NA,NA,NA
"Fallzahl","14.07.2020","16",NA,NA,NA
