"Typ","Datum","Anzahl","Stand","Meta","Type","Content"
"Fallzahl","25.05.2020","200.571428571429","2020-05-26 08:00:00",NA,NA,NA
"Fallzahl","26.05.2020","201","2020-05-27 08:00:00",NA,NA,NA
"Fallzahl","27.05.2020","201.428571428571","2020-05-28 08:00:00",NA,NA,NA
"Fallzahl","28.05.2020","201.857142857143","2020-05-29 08:00:00",NA,NA,NA
"Fallzahl","29.05.2020","202","2020-05-30 08:00:00",NA,NA,NA
"Fallzahl","30.05.2020","202","2020-05-31 08:00:00",NA,NA,NA
"Fallzahl","31.05.2020","202","2020-06-01 08:00:00",NA,NA,NA
"Fallzahl","01.06.2020","202","2020-06-02 08:00:00",NA,NA,NA
"Fallzahl","02.06.2020","202","2020-06-03 08:00:00",NA,NA,NA
"Fallzahl","03.06.2020","202","2020-06-04 08:00:00",NA,NA,NA
"Fallzahl","04.06.2020","202","2020-06-05 08:00:00",NA,NA,NA
"Fallzahl","05.06.2020","202","2020-06-06 08:00:00",NA,NA,NA
"Fallzahl","06.06.2020","202","2020-06-07 08:00:00",NA,NA,NA
"Fallzahl","07.06.2020","202.142857142857","2020-06-08 08:00:00",NA,NA,NA
"Fallzahl","08.06.2020","202.571428571429","2020-06-09 08:00:00",NA,NA,NA
"Fallzahl","09.06.2020","203.285714285714","2020-06-10 08:00:00",NA,NA,NA
"Fallzahl","10.06.2020","204","2020-06-11 08:00:00",NA,NA,NA
"Fallzahl","11.06.2020","205.285714285714","2020-06-12 08:00:00",NA,NA,NA
"Fallzahl","12.06.2020","206.571428571429","2020-06-13 08:00:00",NA,NA,NA
"Fallzahl","13.06.2020","207.857142857143","2020-06-14 08:00:00",NA,NA,NA
"Fallzahl","14.06.2020","209.285714285714","2020-06-15 08:00:00",NA,NA,NA
"Fallzahl","15.06.2020","210.571428571429","2020-06-16 08:00:00",NA,NA,NA
"Fallzahl","16.06.2020","211.714285714286","2020-06-17 08:00:00",NA,NA,NA
"Fallzahl","17.06.2020","212.857142857143","2020-06-18 08:00:00",NA,NA,NA
"Fallzahl","18.06.2020","213.428571428571","2020-06-19 08:00:00",NA,NA,NA
"Fallzahl","19.06.2020","214","2020-06-20 08:00:00",NA,NA,NA
"Fallzahl","20.06.2020","214.571428571429","2020-06-21 08:00:00",NA,NA,NA
"Fallzahl","21.06.2020","215","2020-06-22 08:00:00",NA,NA,NA
"Fallzahl","22.06.2020","215.285714285714","2020-06-23 08:00:00",NA,NA,NA
"Fallzahl","23.06.2020","215.714285714286","2020-06-24 08:00:00",NA,NA,NA
"Fallzahl","24.06.2020","216.285714285714","2020-06-25 08:00:00",NA,NA,NA
"Fallzahl","25.06.2020","217.142857142857","2020-06-26 08:00:00",NA,NA,NA
"Fallzahl","26.06.2020","218","2020-06-27 08:00:00",NA,NA,NA
"Fallzahl","27.06.2020","218.857142857143","2020-06-28 08:00:00",NA,NA,NA
"Fallzahl","28.06.2020","219.857142857143","2020-06-29 08:00:00",NA,NA,NA
"Fallzahl","29.06.2020","221.142857142857","2020-06-30 08:00:00",NA,NA,NA
"Fallzahl","30.06.2020","222.428571428571","2020-07-01 08:00:00",NA,NA,NA
"Fallzahl","01.07.2020","223.857142857143","2020-07-02 08:00:00",NA,NA,NA
"Fallzahl","02.07.2020","225.571428571429","2020-07-03 08:00:00",NA,NA,NA
"Fallzahl","03.07.2020","227.571428571429","2020-07-04 08:00:00",NA,NA,NA
"Fallzahl","04.07.2020","229.571428571429","2020-07-05 08:00:00",NA,NA,NA
"Fallzahl","05.07.2020","231.714285714286","2020-07-06 08:00:00",NA,NA,NA
"Fallzahl","06.07.2020","233.857142857143","2020-07-07 08:00:00",NA,NA,NA
"Fallzahl","07.07.2020","235.857142857143","2020-07-08 08:00:00",NA,NA,NA
"Fallzahl","08.07.2020","237.857142857143","2020-07-09 08:00:00",NA,NA,NA
"Fallzahl","09.07.2020","239.571428571429","2020-07-10 08:00:00",NA,NA,NA
"Fallzahl","10.07.2020","241.428571428571","2020-07-11 08:00:00",NA,NA,NA
"Fallzahl","11.07.2020","243.571428571429","2020-07-12 08:00:00",NA,NA,NA
"Fallzahl","12.07.2020","245.285714285714","2020-07-13 08:00:00",NA,NA,NA
"Fallzahl","13.07.2020","247.428571428571","2020-07-14 08:00:00",NA,NA,NA
"Fallzahl","14.07.2020","249.714285714286","2020-07-15 08:00:00",NA,NA,NA
"Fallzahl","15.07.2020","252","2020-07-16 08:00:00",NA,NA,NA
"Fallzahl","16.07.2020","254","2020-07-17 08:00:00",NA,NA,NA
"Fallzahl","17.07.2020","255.571428571429","2020-07-18 08:00:00",NA,NA,NA
"Fallzahl","18.07.2020","256.857142857143","2020-07-19 08:00:00",NA,NA,NA
"Fallzahl","19.07.2020","258.428571428571","2020-07-20 08:00:00",NA,NA,NA
"Fallzahl","20.07.2020","259.857142857143","2020-07-21 08:00:00",NA,NA,NA
"Fallzahl","21.07.2020","261.428571428571","2020-07-22 08:00:00",NA,NA,NA
"Fallzahl","22.07.2020","263","2020-07-23 08:00:00",NA,NA,NA
"Fallzahl","23.07.2020","264.714285714286","2020-07-24 08:00:00",NA,NA,NA
"Fallzahl","24.07.2020","266.428571428571","2020-07-25 08:00:00",NA,NA,NA
"Fallzahl","25.07.2020","268.142857142857","2020-07-26 08:00:00",NA,NA,NA
"Fallzahl","26.07.2020","269.714285714286","2020-07-27 08:00:00",NA,NA,NA
"Fallzahl","27.07.2020","270.857142857143","2020-07-28 08:00:00",NA,NA,NA
"Fallzahl","28.07.2020","272.428571428571","2020-07-29 08:00:00",NA,NA,NA
"Fallzahl","29.07.2020","274.428571428571","2020-07-30 08:00:00",NA,NA,NA
"Fallzahl","30.07.2020","276.857142857143","2020-07-31 08:00:00",NA,NA,NA
"Fallzahl","31.07.2020","279.285714285714","2020-08-01 08:00:00",NA,NA,NA
"Fallzahl","01.08.2020","281.714285714286","2020-08-02 08:00:00",NA,NA,NA
"Fallzahl","02.08.2020","284.714285714286","2020-08-03 08:00:00",NA,NA,NA
"Fallzahl","03.08.2020","288","2020-08-04 08:00:00",NA,NA,NA
"Fallzahl","04.08.2020","290.428571428571","2020-08-05 08:00:00",NA,NA,NA
"Fallzahl","05.08.2020","292.142857142857","2020-08-06 08:00:00",NA,NA,NA
"Fallzahl","06.08.2020","293.428571428571","2020-08-07 08:00:00",NA,NA,NA
"Fallzahl","07.08.2020","294.714285714286","2020-08-08 08:00:00",NA,NA,NA
"Fallzahl","08.08.2020","296","2020-08-09 08:00:00",NA,NA,NA
"Fallzahl","09.08.2020","297.285714285714","2020-08-10 08:00:00",NA,NA,NA
"Fallzahl","10.08.2020","298.571428571429","2020-08-11 08:00:00",NA,NA,NA
"Fallzahl","11.08.2020","300.142857142857","2020-08-12 08:00:00",NA,NA,NA
"Fallzahl","12.08.2020","302","2020-08-13 08:00:00",NA,NA,NA
"Fallzahl","13.08.2020","304.142857142857","2020-08-14 08:00:00",NA,NA,NA
"Fallzahl","14.08.2020","306.285714285714","2020-08-15 08:00:00",NA,NA,NA
"Fallzahl","15.08.2020","308.428571428571","2020-08-16 08:00:00",NA,NA,NA
"Fallzahl","16.08.2020","310.285714285714","2020-08-17 08:00:00",NA,NA,NA
"Fallzahl","17.08.2020","312","2020-08-18 08:00:00",NA,NA,NA
"Fallzahl","18.08.2020","313.714285714286","2020-08-19 08:00:00",NA,NA,NA
"Fallzahl","19.08.2020","315.428571428571","2020-08-20 08:00:00",NA,NA,NA
"Fallzahl","20.08.2020","317","2020-08-21 08:00:00",NA,NA,NA
"Fallzahl","21.08.2020","318.571428571429","2020-08-22 08:00:00",NA,NA,NA
"Fallzahl","22.08.2020","320.142857142857","2020-08-23 08:00:00",NA,NA,NA
"Fallzahl","23.08.2020","322.857142857143","2020-08-24 08:00:00",NA,NA,NA
"Fallzahl","24.08.2020","325.857142857143","2020-08-25 08:00:00",NA,NA,NA
"Fallzahl","25.08.2020","328.857142857143","2020-08-26 08:00:00",NA,NA,NA
"Fallzahl","26.08.2020","331.714285714286","2020-08-27 08:00:00",NA,NA,NA
"Fallzahl","27.08.2020","334.714285714286","2020-08-28 08:00:00",NA,NA,NA
"Fallzahl","28.08.2020","337.714285714286","2020-08-29 08:00:00",NA,NA,NA
"Fallzahl","29.08.2020","340.714285714286","2020-08-30 08:00:00",NA,NA,NA
"Fallzahl","30.08.2020","342.857142857143","2020-08-31 08:00:00",NA,NA,NA
"Fallzahl","31.08.2020","345","2020-09-01 08:00:00",NA,NA,NA
"Fallzahl","01.09.2020","347","2020-09-02 08:00:00",NA,NA,NA
"Fallzahl","02.09.2020","349.857142857143","2020-09-03 08:00:00",NA,NA,NA
"Fallzahl","03.09.2020","353.714285714286","2020-09-04 08:00:00",NA,NA,NA
"Fallzahl","04.09.2020","357.571428571429","2020-09-05 08:00:00",NA,NA,NA
"Fallzahl","05.09.2020","361.428571428571","2020-09-06 08:00:00",NA,NA,NA
"Fallzahl","06.09.2020","365.428571428571","2020-09-07 08:00:00",NA,NA,NA
"Fallzahl","07.09.2020","369.857142857143","2020-09-08 08:00:00",NA,NA,NA
"Fallzahl","08.09.2020","374.428571428571","2020-09-09 08:00:00",NA,NA,NA
"Fallzahl","09.09.2020","378.285714285714","2020-09-10 08:00:00",NA,NA,NA
"Fallzahl","10.09.2020","381.285714285714","2020-09-11 08:00:00",NA,NA,NA
"Fallzahl","11.09.2020","384.285714285714","2020-09-12 08:00:00",NA,NA,NA
"Fallzahl","12.09.2020","387.285714285714","2020-09-13 08:00:00",NA,NA,NA
"Fallzahl","13.09.2020","391.142857142857","2020-09-14 08:00:00",NA,NA,NA
"Fallzahl","14.09.2020","394.571428571429","2020-09-15 08:00:00",NA,NA,NA
"Fallzahl","15.09.2020","397.857142857143","2020-09-16 08:00:00",NA,NA,NA
"Fallzahl","16.09.2020","401","2020-09-17 08:00:00",NA,NA,NA
"Fallzahl","17.09.2020","404.142857142857","2020-09-18 08:00:00",NA,NA,NA
"Fallzahl","18.09.2020","407.285714285714","2020-09-19 08:00:00",NA,NA,NA
"Fallzahl","19.09.2020","410.428571428571","2020-09-20 08:00:00",NA,NA,NA
"Fallzahl","20.09.2020","412.142857142857","2020-09-21 08:00:00",NA,NA,NA
"Fallzahl","21.09.2020","413.428571428571","2020-09-22 08:00:00",NA,NA,NA
"Fallzahl","22.09.2020","415.428571428571","2020-09-23 08:00:00",NA,NA,NA
"Fallzahl","23.09.2020","417.428571428571","2020-09-24 08:00:00",NA,NA,NA
"Fallzahl","24.09.2020","419.571428571429","2020-09-25 08:00:00",NA,NA,NA
"Fallzahl","25.09.2020","421.714285714286","2020-09-26 08:00:00",NA,NA,NA
"Fallzahl","26.09.2020","423.857142857143","2020-09-27 08:00:00",NA,NA,NA
"Fallzahl","27.09.2020","426.142857142857","2020-09-28 08:00:00",NA,NA,NA
"Fallzahl","28.09.2020","428.428571428571","2020-09-29 08:00:00",NA,NA,NA
"Fallzahl","29.09.2020","431","2020-09-30 08:00:00",NA,NA,NA
"Fallzahl","30.09.2020","434.285714285714","2020-10-01 08:00:00",NA,NA,NA
"Fallzahl","01.10.2020","437.285714285714","2020-10-02 08:00:00",NA,NA,NA
"Fallzahl","02.10.2020","442.714285714286","2020-10-03 08:00:00",NA,NA,NA
"Fallzahl","03.10.2020","450.571428571429","2020-10-04 08:00:00",NA,NA,NA
"Fallzahl","04.10.2020","458.142857142857","2020-10-05 08:00:00",NA,NA,NA
"Fallzahl","05.10.2020","469.142857142857","2020-10-06 08:00:00",NA,NA,NA
"Fallzahl","06.10.2020","482.714285714286","2020-10-07 08:00:00",NA,NA,NA
"Fallzahl","07.10.2020","499.428571428571","2020-10-08 08:00:00",NA,NA,NA
"Fallzahl","08.10.2020","519.571428571429","2020-10-09 08:00:00",NA,NA,NA
"Fallzahl","09.10.2020","541.285714285714","2020-10-10 08:00:00",NA,NA,NA
"Fallzahl","10.10.2020","566.714285714286","2020-10-11 08:00:00",NA,NA,NA
"Fallzahl","11.10.2020","593.142857142857","2020-10-12 08:00:00",NA,NA,NA
"Fallzahl","12.10.2020","620.285714285714","2020-10-13 08:00:00",NA,NA,NA
"Fallzahl","13.10.2020","650.285714285714","2020-10-14 08:00:00",NA,NA,NA
"Fallzahl","14.10.2020","682.857142857143","2020-10-15 08:00:00",NA,NA,NA
"Fallzahl","15.10.2020","719.142857142857","2020-10-16 08:00:00",NA,NA,NA
"Fallzahl","16.10.2020","759.857142857143","2020-10-17 08:00:00",NA,NA,NA
"Fallzahl","17.10.2020","802","2020-10-18 08:00:00",NA,NA,NA
"Fallzahl","18.10.2020","843.714285714286","2020-10-19 08:00:00",NA,NA,NA
"Fallzahl","19.10.2020","888.571428571429","2020-10-20 08:00:00",NA,NA,NA
"Fallzahl","20.10.2020","935.571428571429","2020-10-21 08:00:00",NA,NA,NA
"Fallzahl","21.10.2020","986.571428571429","2020-10-22 08:00:00",NA,NA,NA
"Fallzahl","22.10.2020","1039","2020-10-23 08:00:00",NA,NA,NA
"Fallzahl","23.10.2020","1093.57142857143","2020-10-24 08:00:00",NA,NA,NA
"Fallzahl","24.10.2020","1150.28571428571","2020-10-25 08:00:00",NA,NA,NA
"Fallzahl","25.10.2020","1213.28571428571","2020-10-26 08:00:00",NA,NA,NA
"Fallzahl","26.10.2020","1278.28571428571","2020-10-27 08:00:00",NA,NA,NA
"Fallzahl","27.10.2020","1345.28571428571","2020-10-28 08:00:00",NA,NA,NA
"Fallzahl","28.10.2020","1410.85714285714","2020-10-29 08:00:00",NA,NA,NA
"Fallzahl","29.10.2020","1476.85714285714","2020-10-30 08:00:00",NA,NA,NA
"Fallzahl","30.10.2020","1546.85714285714","2020-10-31 08:00:00",NA,NA,NA
"Fallzahl","31.10.2020","1612.57142857143","2020-11-01 08:00:00",NA,NA,NA
"Fallzahl","01.11.2020","1675.71428571429","2020-11-02 08:00:00",NA,NA,NA
"Fallzahl","02.11.2020","1736.57142857143","2020-11-03 08:00:00",NA,NA,NA
"Fallzahl","03.11.2020","1797","2020-11-04 08:00:00",NA,NA,NA
"Fallzahl","04.11.2020","1861.85714285714","2020-11-05 08:00:00",NA,NA,NA
"Fallzahl","05.11.2020","1927.42857142857","2020-11-06 08:00:00",NA,NA,NA
"Fallzahl","06.11.2020","1985.57142857143","2020-11-07 08:00:00",NA,NA,NA
"Fallzahl","07.11.2020","2046.14285714286","2020-11-08 08:00:00",NA,NA,NA
"Fallzahl","08.11.2020","2107.71428571429","2020-11-09 08:00:00",NA,NA,NA
"Fallzahl","09.11.2020","2167.42857142857","2020-11-10 08:00:00",NA,NA,NA
"Fallzahl","10.11.2020","2224.85714285714","2020-11-11 08:00:00",NA,NA,NA
"Fallzahl","11.11.2020","2276.71428571429","2020-11-12 08:00:00",NA,NA,NA
"Fallzahl","12.11.2020","2330","2020-11-13 08:00:00",NA,NA,NA
"Fallzahl","13.11.2020","2384","2020-11-14 08:00:00",NA,NA,NA
"Fallzahl","14.11.2020","2436.85714285714","2020-11-15 08:00:00",NA,NA,NA
"Fallzahl","15.11.2020","2489.42857142857","2020-11-16 08:00:00",NA,NA,NA
"Fallzahl","16.11.2020","2544.85714285714","2020-11-17 08:00:00",NA,NA,NA
"Fallzahl","17.11.2020","2601.57142857143","2020-11-18 08:00:00",NA,NA,NA
"Fallzahl","18.11.2020","2660.14285714286","2020-11-19 08:00:00",NA,NA,NA
"Fallzahl","19.11.2020","2714","2020-11-20 08:00:00",NA,NA,NA
"Fallzahl","20.11.2020","2768.57142857143","2020-11-21 08:00:00",NA,NA,NA
"Fallzahl","21.11.2020","2822","2020-11-22 08:00:00",NA,NA,NA
"Fallzahl","22.11.2020","2876.42857142857","2020-11-23 08:00:00",NA,NA,NA
"Fallzahl","23.11.2020","2928.85714285714","2020-11-24 08:00:00",NA,NA,NA
"Fallzahl","24.11.2020","2980.28571428571","2020-11-25 08:00:00",NA,NA,NA
"Fallzahl","25.11.2020","3030.42857142857","2020-11-26 08:00:00",NA,NA,NA
"Fallzahl","26.11.2020","3079.57142857143","2020-11-27 08:00:00",NA,NA,NA
"Fallzahl","27.11.2020","3129","2020-11-28 08:00:00",NA,NA,NA
"Fallzahl","28.11.2020","3178.57142857143","2020-11-29 08:00:00",NA,NA,NA
"Fallzahl","29.11.2020","3225.85714285714","2020-11-30 08:00:00",NA,NA,NA
"Fallzahl","30.11.2020","3273.28571428571","2020-12-01 08:00:00",NA,NA,NA
"Fallzahl","01.12.2020","3320.42857142857","2020-12-02 08:00:00",NA,NA,NA
"Fallzahl","02.12.2020","3368.85714285714","2020-12-03 08:00:00",NA,NA,NA
"Fallzahl","03.12.2020","3418","2020-12-04 08:00:00",NA,NA,NA
"Fallzahl","04.12.2020","3468.28571428571","2020-12-05 08:00:00",NA,NA,NA
"Fallzahl","05.12.2020","3517.42857142857","2020-12-06 08:00:00",NA,NA,NA
"Fallzahl","06.12.2020","3567.42857142857","2020-12-07 08:00:00",NA,NA,NA
"Fallzahl","07.12.2020","3617","2020-12-08 08:00:00",NA,NA,NA
"Fallzahl","08.12.2020","3666","2020-12-09 08:00:00",NA,NA,NA
"Fallzahl","09.12.2020","3712.57142857143","2020-12-10 08:00:00",NA,NA,NA
"Fallzahl","10.12.2020","3759.28571428571","2020-12-11 08:00:00",NA,NA,NA
"Fallzahl","11.12.2020","3805","2020-12-12 08:00:00",NA,NA,NA
"Fallzahl","12.12.2020","3851.85714285714","2020-12-13 08:00:00",NA,NA,NA
"Fallzahl","13.12.2020","3899.28571428571","2020-12-14 08:00:00",NA,NA,NA
"Fallzahl","14.12.2020","3949","2020-12-15 08:00:00",NA,NA,NA
"Fallzahl","15.12.2020","4000.14285714286","2020-12-16 08:00:00",NA,NA,NA
"Fallzahl","16.12.2020","4052.85714285714","2020-12-17 08:00:00",NA,NA,NA
"Fallzahl","17.12.2020","4105.28571428571","2020-12-18 08:00:00",NA,NA,NA
"Fallzahl","18.12.2020","4157.57142857143","2020-12-19 08:00:00",NA,NA,NA
"Fallzahl","19.12.2020","4213.57142857143","2020-12-20 08:00:00",NA,NA,NA
"Fallzahl","20.12.2020","4268.71428571429","2020-12-21 08:00:00",NA,NA,NA
"Fallzahl","21.12.2020","4323.85714285714","2020-12-22 08:00:00",NA,NA,NA
"Fallzahl","22.12.2020","4375.28571428571","2020-12-23 08:00:00",NA,NA,NA
"Fallzahl","23.12.2020","4426","2020-12-24 08:00:00",NA,NA,NA
"Fallzahl","24.12.2020","4477.71428571429","2020-12-25 08:00:00",NA,NA,NA
"Fallzahl","25.12.2020","4523.85714285714","2020-12-26 08:00:00",NA,NA,NA
"Fallzahl","26.12.2020","4565.28571428571","2020-12-27 08:00:00",NA,NA,NA
"Fallzahl","27.12.2020","4606.14285714286","2020-12-28 08:00:00",NA,NA,NA
"Fallzahl","28.12.2020","4646.57142857143","2020-12-29 08:00:00",NA,NA,NA
"Fallzahl","29.12.2020","4691.14285714286","2020-12-30 08:00:00",NA,NA,NA
"Fallzahl","30.12.2020","4735.85714285714","2020-12-31 08:00:00",NA,NA,NA
"Fallzahl","31.12.2020","4783.42857142857","2021-01-01 08:00:00",NA,NA,NA
"Fallzahl","01.01.2021","4831.85714285714","2021-01-02 08:00:00",NA,NA,NA
"Fallzahl","02.01.2021","4880.85714285714","2021-01-03 08:00:00",NA,NA,NA
"Fallzahl","03.01.2021","4931.71428571429","2021-01-04 08:00:00",NA,NA,NA
"Fallzahl","04.01.2021","4985","2021-01-05 08:00:00",NA,NA,NA
"Fallzahl","05.01.2021","5040.42857142857","2021-01-06 08:00:00",NA,NA,NA
"Fallzahl","06.01.2021","5093.57142857143","2021-01-07 08:00:00",NA,NA,NA
"Fallzahl","07.01.2021","5145.57142857143","2021-01-08 08:00:00",NA,NA,NA
"Fallzahl","08.01.2021","5199.28571428571","2021-01-09 08:00:00",NA,NA,NA
"Fallzahl","09.01.2021","5252.71428571429","2021-01-10 08:00:00",NA,NA,NA
"Fallzahl","10.01.2021","5305","2021-01-11 08:00:00",NA,NA,NA
"Fallzahl","11.01.2021","5351.28571428571","2021-01-12 08:00:00",NA,NA,NA
"Fallzahl","12.01.2021","5393.28571428571","2021-01-13 08:00:00",NA,NA,NA
"Fallzahl","13.01.2021","5436.71428571429","2021-01-14 08:00:00",NA,NA,NA
"Fallzahl","14.01.2021","5474","2021-01-15 08:00:00",NA,NA,NA
